Rxn name	Rxn description	Formula	Gene-reaction association	Reversible	LB	UB	Objective
arm_r_1004	sphingoid base-phosphate phosphatase (phytosphingosine 1-phosphate) (arm)	s_0804[er] + s_1367[er]  <=> pmet_r_1004[er] 		1	  0.00	   Inf	  0.00
r_1004No1	sphingoid base-phosphate phosphatase (phytosphingosine 1-phosphate) (No1)	pmet_r_1004[er] + 3.3347e-07 prot_P47013[c]  <=> s_1323[er] + s_1366[er] 		1	  0.00	   Inf	  0.00
r_1004No2	sphingoid base-phosphate phosphatase (phytosphingosine 1-phosphate) (No2)	pmet_r_1004[er] + 3.3347e-07 prot_P23501[c]  <=> s_1323[er] + s_1366[er] 		1	  0.00	   Inf	  0.00
arm_r_1005	sphingoid base-phosphate phosphatase (sphinganine 1-phosphatase) (arm)	s_0804[er] + s_1446[er]  <=> pmet_r_1005[er] 		1	  0.00	   Inf	  0.00
r_1005No1	sphingoid base-phosphate phosphatase (sphinganine 1-phosphatase) (No1)	3.3347e-07 prot_P47013[c] + pmet_r_1005[er]  <=> s_1323[er] + s_1445[er] 		1	  0.00	   Inf	  0.00
r_1005No2	sphingoid base-phosphate phosphatase (sphinganine 1-phosphatase) (No2)	3.3347e-07 prot_P23501[c] + pmet_r_1005[er]  <=> s_1323[er] + s_1445[er] 		1	  0.00	   Inf	  0.00
arm_r_1006	sphingolipid long chain base kinase (phytosphingosine) (arm)	s_0435[er] + s_1366[er]  <=> pmet_r_1006[er] 		1	  0.00	   Inf	  0.00
r_1006No1	sphingolipid long chain base kinase (phytosphingosine) (No1)	pmet_r_1006[er] + 4.9781e-06 prot_Q06147[c]  <=> s_0395[er] + s_0795[er] + s_1367[er] 		1	  0.00	   Inf	  0.00
r_1006No2	sphingolipid long chain base kinase (phytosphingosine) (No2)	pmet_r_1006[er] + 4.9781e-06 prot_Q12246[c]  <=> s_0395[er] + s_0795[er] + s_1367[er] 		1	  0.00	   Inf	  0.00
arm_r_1007	sphingolipid long chain base kinase (sphinganine) (arm)	s_0435[er] + s_1445[er]  <=> pmet_r_1007[er] 		1	  0.00	   Inf	  0.00
r_1007No1	sphingolipid long chain base kinase (sphinganine) (No1)	4.9781e-06 prot_Q06147[c] + pmet_r_1007[er]  <=> s_0395[er] + s_0795[er] + s_1446[er] 		1	  0.00	   Inf	  0.00
r_1007No2	sphingolipid long chain base kinase (sphinganine) (No2)	4.9781e-06 prot_Q12246[c] + pmet_r_1007[er]  <=> s_0395[er] + s_0795[er] + s_1446[er] 		1	  0.00	   Inf	  0.00
r_1010No1	squalene epoxidase (NAD) (No1)	s_0795[er] + s_1204[er] + s_1276[er] + s_1448[er] + 0.003655 prot_P32476[c]  <=> s_0038[er] + s_0804[er] + s_1199[er] 		1	  0.00	   Inf	  0.00
r_1011No1	squalene epoxidase (NADP) (No1)	s_0795[er] + s_1213[er] + s_1276[er] + s_1448[er] + 0.003655 prot_P32476[c]  <=> s_0038[er] + s_0804[er] + s_1208[er] 		1	  0.00	   Inf	  0.00
r_1012No1	squalene synthase (No1)	2 s_0190[c] + s_0794[c] + s_1212[c] + 0.00016835 prot_P29704[c]  <=> 2 s_0633[c] + s_1207[c] + s_1447[c] 		1	  0.00	   Inf	  0.00
arm_r_1021	succinate dehydrogenase (ubiquinone-6) (arm)	s_1460[m] + s_1537[m]  <=> pmet_r_1021[m] 		1	  0.00	   Inf	  0.00
r_1021No1	succinate dehydrogenase (ubiquinone-6) (No1)	pmet_r_1021[m] + 1.0684e-06 prot_P37298[c] + 1.0684e-06 prot_P47052[c] + 1.0684e-06 prot_P33421[c] + 1.0684e-06 prot_P21801[c]  <=> s_0727[m] + s_1535[m] 		1	  0.00	   Inf	  0.00
r_1021No2	succinate dehydrogenase (ubiquinone-6) (No2)	pmet_r_1021[m] + 1.0684e-06 prot_P37298[c] + 1.0684e-06 prot_P33421[c] + 1.0684e-06 prot_P21801[c] + 1.0684e-06 prot_Q00711[c]  <=> s_0727[m] + s_1535[m] 		1	  0.00	   Inf	  0.00
r_1022No1	succinate-CoA ligase (ADP-forming) (No1)	s_0397[m] + s_1326[m] + s_1464[m] + 1.382e-06 prot_P53312[c] + 1.382e-06 prot_P53598[c]  <=> s_0437[m] + s_0532[m] + s_1460[m] 		1	  0.00	   Inf	  0.00
r_1023No1	succinate-semialdehyde dehydrogenase (NADP) (No1)	s_0803[c] + s_1207[c] + s_1461[c] + 0.00046601 prot_P38067[c]  <=> 2 s_0794[c] + s_1212[c] + s_1458[c] 		1	  0.00	   Inf	  0.00
r_1024No1	sucrose hydrolyzing enxyme (No1)	s_0805[e] + s_1466[e] + 8.0985e-08 prot_P00724[c]  <=> s_0554[e] + s_0565[e] 		1	  0.00	   Inf	  0.00
r_1025No1	sulfate adenylyltransferase (No1)	s_0434[c] + s_0794[c] + s_1467[c] + 7.716e-06 prot_P08536[c]  <=> s_0298[c] + s_0633[c] 		1	  0.00	   Inf	  0.00
r_1026No1	sulfate adenylyltransferase (ADP) (No1)	s_0394[c] + s_0794[c] + s_1467[c] + 2.8935e-06 prot_P16550[c]  <=> s_0298[c] + s_1322[c] 		1	  0.00	   Inf	  0.00
r_1027No1	sulfite reductase (NADPH2) (No1)	5 s_0794[c] + 3 s_1212[c] + s_1469[c] + 1.7806e-06 prot_P39692[c] + 1.7806e-06 prot_P47169[c]  <=> 3 s_0803[c] + s_0841[c] + 3 s_1207[c] 		1	  0.00	   Inf	  0.00
r_1029No1	taurine dioxygenase (No1)	s_0180[c] + s_1275[c] + s_1471[c] + 4.1459e-06 prot_Q12358[c]  <=> s_0417[c] + s_0456[c] + s_0794[c] + s_1458[c] + s_1469[c] 		1	  0.00	   Inf	  0.00
r_1030No1	tetrahydrofolate aminomethyltransferase (No1)	s_0305[m] + s_0807[m] + 3.0899e-07 prot_P39726[c] + 3.0899e-07 prot_P48015[c] + 3.0899e-07 prot_P09624[c] + 3.0899e-07 prot_P49095[c]  <=> s_0321[m] + s_0799[m] 		1	  0.00	   Inf	  0.00
arm_r_1031	tetrahydrofolate:L-glutamate gamma-ligase (ADP-forming) (arm)	s_0434[c] + s_0991[c] + s_1487[c]  <=> pmet_r_1031[c] 		1	  0.00	   Inf	  0.00
r_1031No1	tetrahydrofolate:L-glutamate gamma-ligase (ADP-forming) (No1)	pmet_r_1031[c] + 0.00013889 prot_P36001[c]  <=> s_0308[c] + s_0394[c] + s_0794[c] + s_1322[c] 		1	  0.00	   Inf	  0.00
r_1031No2	tetrahydrofolate:L-glutamate gamma-ligase (ADP-forming) (No2)	pmet_r_1031[c] + 0.00013889 prot_Q08645[c]  <=> s_0308[c] + s_0394[c] + s_0794[c] + s_1322[c] 		1	  0.00	   Inf	  0.00
r_1032No1	thiamin diphosphatase (No1)	2 s_0805[e] + s_1476[e] + 4.0258e-06 prot_P24031[c]  <=> s_0796[e] + 2 s_1324[e] + s_1490[e] 		1	  0.00	   Inf	  0.00
r_1033No1	thiamin phosphatase (No1)	s_0805[e] + s_1498[e] + 6.7999e-09 prot_P24031[c]  <=> s_1324[e] + s_1490[e] 		1	  0.00	   Inf	  0.00
r_1034No1	thiamine diphosphokinase (No1)	s_0434[c] + s_1489[c] + 0.0040258 prot_P35202[c]  <=> s_0423[c] + s_0794[c] + s_1475[c] 		1	  0.00	   Inf	  0.00
r_1035No1	thiamine-diphosphate kinase (No1)	s_0434[c] + s_1475[c] + 0.0040258 prot_P35202[c]  <=> s_0394[c] + s_1532[c] 		1	  0.00	   Inf	  0.00
r_1036No1	thiamine-phosphate diphosphorylase (No1)	s_0267[c] + s_0293[c] + s_0794[c] + 1.1973e-06 prot_P41835[c]  <=> s_0633[c] + s_1497[c] 		1	  0.00	   Inf	  0.00
arm_r_1037	thioredoxin (arm)	s_0839[n] + s_1618[n]  <=> pmet_r_1037[n] 		1	  0.00	   Inf	  0.00
r_1037No1	thioredoxin (No1)	2.9026e-07 prot_P22803[c] + pmet_r_1037[n] + 2.9026e-07 prot_P40553[c]  <=> 2 s_0808[n] + s_1622[n] 		1	  0.00	   Inf	  0.00
r_1037No2	thioredoxin (No2)	2.9026e-07 prot_P22217[c] + pmet_r_1037[n] + 2.9026e-07 prot_P40553[c]  <=> 2 s_0808[n] + s_1622[n] 		1	  0.00	   Inf	  0.00
arm_r_1038	thioredoxin reductase (NADPH) (arm)	s_0794[c] + s_1212[c] + s_1620[c]  <=> pmet_r_1038[c] 		1	  0.00	   Inf	  0.00
r_1038No1	thioredoxin reductase (NADPH) (No1)	8.3417e-06 prot_P22803[c] + pmet_r_1038[c] + 8.3417e-06 prot_P29509[c]  <=> s_1207[c] + s_1616[c] 		1	  0.00	   Inf	  0.00
r_1038No2	thioredoxin reductase (NADPH) (No2)	8.3417e-06 prot_P22217[c] + pmet_r_1038[c] + 8.3417e-06 prot_P29509[c]  <=> s_1207[c] + s_1616[c] 		1	  0.00	   Inf	  0.00
r_1038No3	thioredoxin reductase (NADPH) (No3)	pmet_r_1038[c] + 8.3417e-06 prot_P29509[c]  <=> s_1207[c] + s_1616[c] 		1	  0.00	   Inf	  0.00
arm_r_1039	thioredoxin reductase (NADPH) (arm)	s_0799[m] + s_1214[m] + s_1621[m]  <=> pmet_r_1039[m] 		1	  0.00	   Inf	  0.00
r_1039No1	thioredoxin reductase (NADPH) (No1)	8.3417e-06 prot_P25372[c] + pmet_r_1039[m] + 8.3417e-06 prot_P38816[c]  <=> s_1210[m] + s_1617[m] 		1	  0.00	   Inf	  0.00
r_1039No2	thioredoxin reductase (NADPH) (No2)	3.0864e-07 prot_P41921[c] + 3.0864e-07 prot_P25372[c] + pmet_r_1039[m]  <=> s_1210[m] + s_1617[m] 		1	  0.00	   Inf	  0.00
r_1040No1	threonine aldolase (No1)	s_1045[c] + 6.4599e-06 prot_P37303[c]  <=> s_0359[c] + s_1003[c] 		1	  0.00	   Inf	  0.00
r_1041No1	threonine synthase (No1)	s_0803[c] + s_1238[c] + 6.8083e-08 prot_P16120[c]  <=> s_1045[c] + s_1322[c] 		1	  0.00	   Inf	  0.00
r_1042No1	threonyl-tRNA synthetase (No1)	s_0434[c] + s_1045[c] + s_1608[c] + 8.3668e-05 prot_P04801[c]  <=> s_0423[c] + s_0633[c] + s_1491[c] 		1	  0.00	   Inf	  0.00
r_1043No1	threonyl-tRNA synthetase (No1)	s_0437[m] + s_1047[m] + s_1609[m] + 8.3668e-05 prot_P07236[c]  <=> s_0424[m] + s_0636[m] + s_1492[m] 		1	  0.00	   Inf	  0.00
r_1045No1	thymidylate synthase (No1)	s_0306[c] + s_0654[c] + 5.787e-06 prot_P06785[c]  <=> s_0625[c] + s_0649[c] 		1	  0.00	   Inf	  0.00
r_1046No1	trans-aconitate 3-methyltransferase (No1)	s_1416[c] + s_1503[c] + 3.9683e-05 prot_P32643[c]  <=> s_0007[c] + s_1413[c] 		1	  0.00	   Inf	  0.00
r_1047No1	trans-pentaprenyltranstransferase (No1)	s_0945[m] + s_1313[m] + 1.3889 prot_P18900[c]  <=> s_0636[m] + s_0831[m] 		1	  0.00	   Inf	  0.00
r_1048No1	transaldolase (No1)	s_0764[c] + s_1427[c] + 7.8027e-06 prot_P15019[c]  <=> s_0551[c] + s_0557[c] 		1	  0.00	   Inf	  0.00
arm_r_1049	transketolase 1 (arm)	s_0581[c] + s_1408[c]  <=> pmet_r_1049[c] 		1	  0.00	   Inf	  0.00
r_1049No1	transketolase 1 (No1)	pmet_r_1049[c] + 4.0258e-06 prot_P33315[c]  <=> s_0764[c] + s_1427[c] 		1	  0.00	   Inf	  0.00
r_1049No2	transketolase 1 (No2)	pmet_r_1049[c] + 4.0258e-06 prot_P23254[c]  <=> s_0764[c] + s_1427[c] 		1	  0.00	   Inf	  0.00
arm_r_1050	transketolase 2 (arm)	s_0551[c] + s_0581[c]  <=> pmet_r_1050[c] 		1	  0.00	   Inf	  0.00
r_1050No1	transketolase 2 (No1)	4.0258e-06 prot_P33315[c] + pmet_r_1050[c]  <=> s_0557[c] + s_0764[c] 		1	  0.00	   Inf	  0.00
r_1050No2	transketolase 2 (No2)	4.0258e-06 prot_P23254[c] + pmet_r_1050[c]  <=> s_0557[c] + s_0764[c] 		1	  0.00	   Inf	  0.00
arm_r_1051	trehalose-phosphatase (arm)	s_0409[c] + s_0803[c]  <=> pmet_r_1051[c] 		1	  0.00	   Inf	  0.00
r_1051No1	trehalose-phosphatase (No1)	1.1574e-05 prot_Q00764[c] + 1.1574e-05 prot_P31688[c] + 1.1574e-05 prot_P38427[c] + pmet_r_1051[c]  <=> s_1322[c] + s_1520[c] 		1	  0.00	   Inf	  0.00
r_1051No2	trehalose-phosphatase (No2)	1.1574e-05 prot_Q00764[c] + 1.1574e-05 prot_P31688[c] + 1.1574e-05 prot_P38426[c] + pmet_r_1051[c]  <=> s_1322[c] + s_1520[c] 		1	  0.00	   Inf	  0.00
r_1054No1	triose-phosphate isomerase (No1)	s_0629[c] + 3.2067e-08 prot_P00942[c]  <=> s_0764[c] 		1	  0.00	   Inf	  0.00
r_1055No1	tryptophan synthase (indoleglycerol phosphate) (No1)	s_0086[c] + s_1039[c] + 5.7618e-06 prot_P00931[c]  <=> s_0764[c] + s_0803[c] + s_1048[c] 		1	  0.00	   Inf	  0.00
r_1056No1	tryptophan transaminase (No1)	s_0180[c] + s_1048[c] + 7.9365e-07 prot_P53090[c]  <=> s_0855[c] + s_0991[c] 		1	  0.00	   Inf	  0.00
r_1057No1	tryptophanyl-tRNA synthetase (No1)	s_0434[c] + s_1048[c] + s_1610[c] + 1.1338e-05 prot_Q12109[c]  <=> s_0423[c] + s_0633[c] + s_1527[c] 		1	  0.00	   Inf	  0.00
r_1058No1	tryptophanyl-tRNA synthetase (No1)	s_0437[m] + s_1050[m] + s_1611[m] + 1.1338e-05 prot_P04803[c]  <=> s_0424[m] + s_0636[m] + s_1528[m] 		1	  0.00	   Inf	  0.00
r_1063No1	tyrosine transaminase (No1)	s_0204[c] + s_0991[c] + 2.3148e-07 prot_P53090[c]  <=> s_0180[c] + s_1051[c] 		1	  0.00	   Inf	  0.00
r_1065No1	tyrosine transaminase (No1)	s_0206[p] + s_0995[p] + 4.1459e-07 prot_P23542[c]  <=> s_0184[p] + s_1054[p] 		1	  0.00	   Inf	  0.00
r_1066No1	tyrosyl-tRNA synthetase (No1)	s_0434[c] + s_1051[c] + s_1612[c] + 6.0386e-05 prot_P36421[c]  <=> s_0423[c] + s_0633[c] + s_1533[c] 		1	  0.00	   Inf	  0.00
r_1067No1	tyrosyl-tRNA synthetase (No1)	s_0437[m] + s_1053[m] + s_1613[m] + 6.0386e-05 prot_P48527[c]  <=> s_0424[m] + s_0636[m] + s_1534[m] 		1	  0.00	   Inf	  0.00
r_1068No1	UDP-glucose:ergosterol glucosyltransferase (No1)	s_0666[c] + s_1543[c] + 4.2696e-07 prot_Q06321[c]  <=> s_0670[c] + s_0794[c] + s_1538[c] 		1	  0.00	   Inf	  0.00
r_1069No1	UDP-N-acetylglucosamine diphosphorylase (No1)	s_0794[c] + s_1189[c] + s_1559[c] + 7.8691e-05 prot_P43123[c]  <=> s_0633[c] + s_1544[c] 		1	  0.00	   Inf	  0.00
r_1070No1	UDPglucose 4-epimerase (No1)	s_1543[c] + 6.8083e-06 prot_P04397[c]  <=> s_1541[c] 		1	  0.00	   Inf	  0.00
r_1071No1	UDPglucose--hexose-1-phosphate uridylyltransferase (No1)	s_0410[c] + s_1543[c] + 7.716e-06 prot_P08431[c]  <=> s_0567[c] + s_1541[c] 		1	  0.00	   Inf	  0.00
r_1072No1	UMP kinase (No1)	s_0434[c] + s_1545[c] + 1.2801e-06 prot_P15700[c]  <=> s_0394[c] + s_1538[c] 		1	  0.00	   Inf	  0.00
r_1073No1	UMP kinase (No1)	s_0438[n] + s_1548[n] + 1.2801e-06 prot_P15700[c]  <=> s_0398[n] + s_1540[n] 		1	  0.00	   Inf	  0.00
r_1074No1	uracil phosphoribosyltransferase (No1)	s_1386[c] + s_1550[c] + 4.5537e-05 prot_P18562[c]  <=> s_0633[c] + s_1545[c] 		1	  0.00	   Inf	  0.00
r_1075No1	urea carboxylase (No1)	s_0434[c] + s_0445[c] + s_1552[c] + 1.3177e-06 prot_P32528[c]  <=> s_0394[c] + s_0794[c] + s_1322[c] + s_1554[c] 		1	  0.00	   Inf	  0.00
r_1076No1	ureidoglycolate hydrolase (No1)	2 s_0794[c] + s_0803[c] + s_1555[c] + 0.015432 prot_P32459[c]  <=> 2 s_0419[c] + s_0456[c] + s_0779[c] 		1	  0.00	   Inf	  0.00
r_1077No1	uridine kinase (ATP:uridine) (No1)	s_0434[c] + s_1556[c] + 8.6806e-05 prot_P27515[c]  <=> s_0394[c] + s_0794[c] + s_1545[c] 		1	  0.00	   Inf	  0.00
r_1078No1	uridine kinase (GTP:uridine) (No1)	s_0785[c] + s_1556[c] + 8.6806e-05 prot_P27515[c]  <=> s_0739[c] + s_0794[c] + s_1545[c] 		1	  0.00	   Inf	  0.00
r_1079No1	uridylate kinase (dUMP) (No1)	s_0434[c] + s_0654[c] + 6.7751e-07 prot_P15700[c]  <=> s_0394[c] + s_0652[c] 		1	  0.00	   Inf	  0.00
r_1080No1	uridylate kinase (dUMP) (No1)	s_0438[n] + s_0655[n] + 6.7751e-07 prot_P15700[c]  <=> s_0398[n] + s_0653[n] 		1	  0.00	   Inf	  0.00
r_1081No1	uroporphyrinogen decarboxylase (uroporphyrinogen III) (No1)	4 s_0794[c] + s_1558[c] + 0.00087627 prot_P32347[c]  <=> 4 s_0456[c] + s_0538[c] 		1	  0.00	   Inf	  0.00
r_1082No1	uroporphyrinogen methyltransferase (No1)	2 s_1416[c] + s_1558[c] + 7.3099e-06 prot_P36150[c]  <=> s_0794[c] + s_1375[c] + 2 s_1413[c] 		1	  0.00	   Inf	  0.00
r_1083No1	uroporphyrinogen-III synthase (No1)	s_1378[c] + 3.1211e-07 prot_P06174[c]  <=> s_0803[c] + s_1558[c] 		1	  0.00	   Inf	  0.00
r_1084No1	UTP-glucose-1-phosphate uridylyltransferase (No1)	s_0567[c] + s_0794[c] + s_1559[c] + 1.0288e-05 prot_P32861[c]  <=> s_0633[c] + s_1543[c] 		1	  0.00	   Inf	  0.00
r_1087No1	valine transaminase (No1)	s_0180[c] + s_1056[c] + 2.2474e-07 prot_P47176[c]  <=> s_0232[c] + s_0991[c] 		1	  0.00	   Inf	  0.00
r_1088No1	valine transaminase, mitochondiral (No1)	s_0182[m] + s_1058[m] + 2.2474e-07 prot_P38891[c]  <=> s_0233[m] + s_0993[m] 		1	  0.00	   Inf	  0.00
r_1089No1	valyl-tRNA synthetase (No1)	s_0434[c] + s_1056[c] + s_1614[c] + 5.5556e-06 prot_P07806[c]  <=> s_0423[c] + s_0633[c] + s_1561[c] 		1	  0.00	   Inf	  0.00
r_1090No1	valyl-tRNA synthetase (No1)	s_0437[m] + s_1058[m] + s_1615[m] + 5.5556e-06 prot_P07806[c]  <=> s_0424[m] + s_0636[m] + s_1562[m] 		1	  0.00	   Inf	  0.00
r_1091No1	xanthine phosphoribosyltransferase (No1)	s_0357[c] + s_1386[c] + 9.5785e-05 prot_P47165[c]  <=> s_0633[c] + s_1565[c] 		1	  0.00	   Inf	  0.00
r_1092No1	xylitol dehydrogenase (D-xyulose-forming) (No1)	s_1198[c] + s_1566[c] + 1.0506e-07 prot_Q07993[c]  <=> s_0580[c] + s_0794[c] + s_1203[c] 		1	  0.00	   Inf	  0.00
r_1093No1	xylose reductase (No1)	s_0578[c] + s_0794[c] + s_1212[c] + 0.0001634 prot_P38715[c]  <=> s_1207[c] + s_1566[c] 		1	  0.00	   Inf	  0.00
r_1094No1	xylulokinase (No1)	s_0434[c] + s_0580[c] + 0.00043403 prot_P42826[c]  <=> s_0394[c] + s_0581[c] + s_0794[c] 		1	  0.00	   Inf	  0.00
arm_r_1095	yUMP synthetase (arm)	s_1408[c] + s_1550[c]  <=> pmet_r_1095[c] 		1	  0.00	   Inf	  0.00
r_1095No1	yUMP synthetase (No1)	pmet_r_1095[c] + 7.6947e-07 prot_P31115[c]  <=> s_0803[c] + s_1388[c] 		1	  0.00	   Inf	  0.00
r_1095No2	yUMP synthetase (No2)	pmet_r_1095[c] + 7.6947e-07 prot_P53167[c]  <=> s_0803[c] + s_1388[c] 		1	  0.00	   Inf	  0.00
r_1095No3	yUMP synthetase (No3)	pmet_r_1095[c] + 0.00035613 prot_P48567[c]  <=> s_0803[c] + s_1388[c] 		1	  0.00	   Inf	  0.00
r_1095No4	yUMP synthetase (No4)	pmet_r_1095[c] + 7.6947e-07 prot_Q12211[c]  <=> s_0803[c] + s_1388[c] 		1	  0.00	   Inf	  0.00
r_1838No1	homocitrate synthase (No1)	s_0182[m] + s_0376[m] + s_0807[m] + 0.00045021 prot_Q12122[c]  <=> s_0532[m] + s_0799[m] + s_0834[m] 		1	  0.00	1000.00	  0.00
r_2029No1	pyridoxine kinase (No1)	s_0434[c] + s_1396[c] + 2.2769e-06 prot_P39988[c]  <=> s_0394[c] + s_0794[c] + s_1398[c] 		1	  0.00	   Inf	  0.00
r_2112No1	kynurenine aminotransferase (No1)	s_1020[c] + s_1399[c] + 1.382e-06 prot_P47039[c]  <=> s_0955[c] + s_2763[c] 		1	  0.00	   Inf	  0.00
arm_r_2115	alcohol dehydrogenase, (acetaldehyde to ethanol) (arm)	s_0359[c] + s_0794[c] + s_1203[c]  <=> pmet_r_2115[c] 		1	  0.00	   Inf	  0.00
r_2115No1	alcohol dehydrogenase, (acetaldehyde to ethanol) (No1)	7.9365e-08 prot_P38113[c] + pmet_r_2115[c]  <=> s_0680[c] + s_1198[c] 		1	  0.00	   Inf	  0.00
r_2115No2	alcohol dehydrogenase, (acetaldehyde to ethanol) (No2)	3.0864e-07 prot_P00330[c] + pmet_r_2115[c]  <=> s_0680[c] + s_1198[c] 		1	  0.00	   Inf	  0.00
r_2116No1	acetaldehyde dehydrogenase (No1)	s_0359[c] + s_0803[c] + s_1198[c] + 8.7627e-06 prot_P47771[c]  <=> s_0362[c] + s_0794[c] + s_1203[c] 		1	  0.00	   Inf	  0.00
r_2117No1	phenylalanine transaminase (No1)	s_1032[c] + s_1399[c] + 2.3148e-07 prot_P38840[c]  <=> s_0951[c] + s_0955[c] 		1	  0.00	   Inf	  0.00
r_2118No1	tryptophan transaminase (No1)	s_0951[c] + s_1048[c] + 7.9365e-07 prot_P38840[c]  <=> s_0855[c] + s_1032[c] 		1	  0.00	   Inf	  0.00
r_2119No1	tyrosine transaminase (No1)	s_0204[c] + s_0955[c] + 1.8038e-07 prot_P38840[c]  <=> s_1051[c] + s_1399[c] 		1	  0.00	   Inf	  0.00
r_2126No1	sedoheptulose bisphosphatase (No1)	s_1426[c] + 6.6138e-05 prot_P36136[c]  <=> s_1322[c] + s_1427[c] 		1	  0.00	   Inf	  0.00
r_2131No1	isocitrate dehydrogenase (No1)	s_0941[m] + s_1210[m] + 9.9206e-06 prot_P21954[c]  <=> s_0182[m] + s_0460[m] + s_1214[m] 		1	  0.00	   Inf	  0.00
r_2140No1	fatty-acyl-CoA synthase (n-C16:0CoA) (No1)	s_0373[c] + 21 s_0794[c] + 7 s_1101[c] + 14 s_1212[c] + 0.00017854 prot_P07149[c] + 0.00017854 prot_P19097[c]  <=> 7 s_0456[c] + 7 s_0529[c] + 7 s_0803[c] + 14 s_1207[c] + s_1302[c] 		1	  0.00	   Inf	  0.00
r_2141No1	fatty-acyl-CoA synthase (n-C18:0CoA) (No1)	s_0373[c] + 24 s_0794[c] + 8 s_1101[c] + 16 s_1212[c] + 0.00020405 prot_P07149[c] + 0.00020405 prot_P19097[c]  <=> 8 s_0456[c] + 8 s_0529[c] + 8 s_0803[c] + 16 s_1207[c] + s_1454[c] 		1	  0.00	   Inf	  0.00
r_2142No1	B-ketoacyl-ACP synthase (acetoacetyl-ACP) (No1)	s_0372[m] + s_0465[m] + s_0799[m] + 5.0413e-07 prot_P32463[c] + 5.0413e-07 prot_P39525[c]  <=> s_0460[m] + s_1845[m] + s_2770[m] 		1	  0.00	   Inf	  0.00
r_2143No1	B-ketoacyl-ACP synthase (3-oxo-hexanoyl-ACP) (No1)	s_0465[m] + s_0799[m] + s_2771[m] + 5.0413e-07 prot_P32463[c] + 5.0413e-07 prot_P39525[c]  <=> s_0460[m] + s_1845[m] + s_2772[m] 		1	  0.00	   Inf	  0.00
r_2144No1	B-ketoacyl-ACP synthase (3-oxo-octanoyl-ACP) (No1)	s_0465[m] + s_0799[m] + s_2773[m] + 5.0413e-07 prot_P32463[c] + 5.0413e-07 prot_P39525[c]  <=> s_0460[m] + s_1845[m] + s_2774[m] 		1	  0.00	   Inf	  0.00
r_2145No1	3-oxoacyl-ACP reductase (3-hydroxybutanoyl-ACP) (No1)	s_0799[m] + s_1214[m] + s_2770[m] + 8.0585e-07 prot_P35731[c]  <=> s_1210[m] + s_2775[m] 		1	  0.00	   Inf	  0.00
r_2146No1	3-oxoacyl-ACP reductase (3-hydroxyhexanoyl-ACP) (No1)	s_0799[m] + s_1214[m] + s_2772[m] + 8.0585e-07 prot_P35731[c]  <=> s_1210[m] + s_2776[m] 		1	  0.00	   Inf	  0.00
r_2147No1	3-oxoacyl-ACP reductase (3-hydroxyoctanoyl-ACP) (No1)	s_0799[m] + s_1214[m] + s_2774[m] + 8.0585e-07 prot_P35731[c]  <=> s_1210[m] + s_2777[m] 		1	  0.00	   Inf	  0.00
r_2148No1	3-hydroxyacyl-thioester dehydratase (trans-but-2-enoyl-ACP) (No1)	s_2775[m] + 2.9551e-10 prot_P38790[c]  <=> s_0807[m] + s_2778[m] 		1	  0.00	   Inf	  0.00
r_2149No1	3-hydroxyacyl-thioester dehydratase (trans-hex-2-enoyl-ACP) (No1)	s_2776[m] + 2.9551e-10 prot_P38790[c]  <=> s_0807[m] + s_2779[m] 		1	  0.00	   Inf	  0.00
r_2150No1	3-hydroxyacyl-thioester dehydratase (trans-oct-2-enoyl-ACP) (No1)	s_2777[m] + 2.9551e-10 prot_P38790[c]  <=> s_0807[m] + s_2780[m] 		1	  0.00	   Inf	  0.00
r_2151No1	enoyl-ACP reductase (butanoyl-ACP) (No1)	s_0799[m] + s_1214[m] + s_2778[m] + 2.1335e-06 prot_P38071[c]  <=> s_1210[m] + s_2771[m] 		1	  0.00	   Inf	  0.00
r_2152No1	enoyl-ACP reductase (hexanoyl-ACP) (No1)	s_0799[m] + s_1214[m] + s_2779[m] + 2.1335e-06 prot_P38071[c]  <=> s_1210[m] + s_2773[m] 		1	  0.00	   Inf	  0.00
r_2153No1	enoyl-ACP reductase (octanoyl-ACP) (No1)	s_0799[m] + s_1214[m] + s_2780[m] + 2.1335e-06 prot_P38071[c]  <=> s_1210[m] + s_1254[m] 		1	  0.00	   Inf	  0.00
r_2154No1	elongase I (3-oxotetradecanoyl-CoA) (No1)	s_2781[erm] + s_2782[erm] + s_2783[erm] + 2.7778e-06 prot_P39540[c]  <=> s_2784[erm] + s_2785[erm] + s_2786[erm] 		1	  0.00	   Inf	  0.00
r_2155No1	elongase I (3-oxopalmitoyl-CoA) (No1)	s_2782[erm] + s_2783[erm] + s_2787[erm] + 2.0129e-05 prot_P39540[c]  <=> s_2784[erm] + s_2785[erm] + s_2788[erm] 		1	  0.00	   Inf	  0.00
r_2156No1	elongase II (3-oxooctadecanoyl-CoA) (No1)	s_2782[erm] + s_2783[erm] + s_2789[erm] + 2.7778e-06 prot_P25358[c]  <=> s_2784[erm] + s_2785[erm] + s_2790[erm] 		1	  0.00	   Inf	  0.00
arm_r_2157	elongase II or III (3-oxoicosanoyl-CoA) (arm)	s_2782[erm] + s_2783[erm] + s_2791[erm]  <=> pmet_r_2157[erm] 		1	  0.00	   Inf	  0.00
