uniprot,mw,abundance
P50083,8248.6,1.2e-06
Q08533,10736.8,4.89e-07
P39678,93924.2,7.55e-06
P32340,57264.4,0.000126
Q08908,80304.1,2.87e-06
P23201,163085.1,1.64e-05
P53044,39808.8,7.64e-05
Q12517,26262.6,5.22e-05
P0C5N6,6747.1,
P39103,7959.1,7.340000000000001e-05
P40520,13023.9,1.08e-06
O13553,16685.3,1.25e-06
P38318,63026.3,2.56e-06
Q02785,171055.6,8.779999999999999e-05
Q12512,27556.2,1.2700000000000001e-06
P38323,57947.2,0.000147
P53744,62428.6,9.02e-07
P04147,64335.9,0.002641
P42835,108492.6,3.53e-05
Q12375,31530.0,2.77e-05
P46987,69457.0,1.64e-06
Q02888,21848.5,5.1799999999999995e-06
P40013,38350.0,3.84e-05
Q12459,70091.9,1.19e-06
P53855,178385.2,9.92e-06
P48563,186808.5,5.49e-05
P38993,72310.3,0.000172
Q3E798,9976.2,2.05e-06
P0C2I3,198665.7,5.6100000000000005e-06
Q08236,131367.3,8.23e-06
P31379,37053.6,1.0700000000000001e-06
P33767,49384.0,0.000181
P47002,77518.4,3.5100000000000006e-07
Q3E7Z1,7690.4,1.0800000000000001e-07
Q03829,40999.9,1.7899999999999998e-05
P25344,38961.2,1.7e-05
P0C289,6504.4,
P39107,45949.9,3.8299999999999996e-05
Q12306,11591.1,0.00014
Q06177,9839.0,2.77e-05
Q8TGR3,8785.9,
Q08989,54525.5,1.15e-06
Q08532,13600.1,1.26e-06
P38268,20223.0,1.18e-06
Q08974,22201.3,1.24e-06
P09368,53281.0,7.7e-06
Q08045,14925.2,2.22e-05
P53538,23462.7,2.16e-06
P32502,42571.1,0.000108
P36142,48764.2,1.1000000000000001e-08
P38358,51697.6,4.4699999999999996e-06
Q06688,31706.4,7.04e-05
P43612,114925.8,6.7e-05
P53753,121005.9,4.21e-06
P32047,49211.9,8.609999999999999e-06
P05316,71740.4,1.19e-06
P12887,40483.7,4.41e-05
P40026,53756.3,2.44e-06
P53633,19413.8,0.000129
Q07074,8393.2,
Q12119,57317.6,6.2e-07
A0A023PXI4,11604.7,1.18e-06
P32641,75719.4,8.69e-06
P32603,51796.8,1.21e-06
Q04697,45869.0,0.000217
P38272,47421.4,4.07e-05
Q12514,65835.1,0.000102
Q3E838,3384.1,1.06e-06
P38776,57848.5,1.94e-06
P10080,32981.0,0.000607
P38751,17121.9,1.47e-06
P0CX54,17828.9,0.001557
Q8TGN7,8280.1,
Q06266,55487.7,5.4e-06
P40576,24600.1,4.18e-05
P25300,75047.8,1.9699999999999998e-05
Q05164,94661.3,2.5499999999999997e-06
Q03096,20550.7,1.37e-06
P37020,87590.3,2.98e-06
P47056,24754.4,1.2700000000000001e-06
Q08448,51116.0,1.23e-05
P0CE85,13171.2,1.4299999999999999e-06
P53116,11648.0,1.49e-06
P53327,224827.7,9.15e-06
P53295,41011.5,0.000265
P0CF36,15927.2,
P32907,30696.4,1.22e-06
A0A023PXH6,14524.6,1.22e-06
P40451,22840.1,4.51e-06
P38250,105871.8,7.6e-05
Q3E795,11051.4,1.6000000000000001e-06
P15705,66252.8,0.0012
Q6Q560,11276.3,7.03e-05
Q04501,15039.0,1.35e-06
Q03494,202105.6,4.57e-06
P38859,171684.4,1.07e-05
P53333,67290.8,3.51e-05
P00854,29100.1,1.38e-06
O13572,19327.8,1.33e-06
P36041,69779.2,9.740000000000001e-05
P36527,17358.6,6.809999999999999e-05
P50111,103343.8,5.42e-06
P46997,67392.3,2.68e-06
Q3E766,7308.7,6.900000000000001e-08
Q12244,97601.0,5.13e-06
P41940,39562.2,0.003193
P02994,50045.3,0.007251
P40204,8479.9,2.6600000000000003e-05
Q08157,60896.7,9.289999999999999e-06
P38633,14734.9,1.56e-05
Q06149,81271.3,2.21e-06
P40325,22445.6,6.63e-06
P17076,28150.2,0.003267
Q8TGP0,5350.4,4.85e-07
P36156,43270.0,1.9699999999999998e-05
P47164,72341.2,4e-05
P40002,72531.6,3.3299999999999996e-05
Q03264,59542.3,4.55e-05
P38087,36564.7,1.17e-05
Q08979,75402.7,6.23e-05
P39000,56565.8,2.29e-06
Q12261,16881.7,1.0700000000000001e-06
P40469,117867.4,5.5700000000000005e-05
P32776,72891.4,4.99e-05
P36076,65205.8,4.22e-05
P47051,47003.9,1.6299999999999999e-06
Q05958,89276.0,3.78e-06
Q3E7B0,4459.2,6.52e-05
P35691,18726.2,0.001058
Q02642,17018.4,0.000797
Q03289,42930.3,1.1100000000000002e-06
Q08826,18774.9,8.49e-06
P40342,17092.7,1.6800000000000002e-05
P08004,129855.9,1.66e-05
P53163,20654.2,0.000141
P0CL36,18635.2,
Q8TGT2,5995.4,7.8e-08
Q12082,13568.8,1.58e-05
Q12118,37200.8,0.000389
P47061,95434.4,1.24e-05
P38263,41241.4,8.42e-05
P32828,71067.2,2.13e-06
P06779,63765.1,8.8e-06
P32803,23330.5,0.000551
P40169,34098.8,3.05e-06
Q12379,19347.2,1.52e-06
Q12754,137506.0,0.0002
P34216,150701.5,0.000144
P21576,78738.3,0.000263
P53631,62827.8,1.26e-06
P0CF00,6145.1,3e-08
P20434,25085.4,1.5199999999999998e-05
Q12498,32010.7,1.3899999999999998e-06
P32801,72155.8,8.65e-06
P47068,128240.4,7.290000000000001e-05
Q02875,94358.6,7.329999999999999e-05
Q06563,22929.3,1.66e-05
O13533,11551.1,
P53267,38428.5,2.59e-05
A0A023PYD9,19372.7,1.5199999999999998e-07
A0A023PXE5,12364.0,3.09e-07
P05030,99588.0,0.012048
P32570,13854.9,2.65e-05
P53378,52597.8,7.740000000000001e-05
P25362,25214.7,4.67e-06
Q05503,11545.8,1.38e-06
P47172,39902.3,4.58e-06
P38784,21074.9,1.0199999999999999e-05
Q06338,32639.5,0.000145
Q12532,119049.3,0.000107
P53968,76289.9,2.87e-05
P53943,65311.0,8.96e-06
P53869,10659.5,2.1099999999999997e-06
P03874,73875.9,1.82e-05
Q02866,69544.3,8.24e-06
Q12285,23737.6,0.000119
P32345,35249.5,2.8800000000000002e-05
P33331,14446.2,3.4399999999999996e-05
Q03661,186922.4,1.08e-05
P43563,33285.2,2.8899999999999998e-05
P38637,36485.1,2.0300000000000002e-05
P00729,59767.3,0.000524
P38927,28744.8,1.3600000000000001e-06
P21651,35680.6,1.3e-06
P38907,52679.3,8.210000000000001e-06
P0CX50,20593.7,0.003108
Q12089,70350.1,1.6800000000000002e-05
P46672,42085.4,0.001142
Q3E776,13747.0,2.47e-06
Q07655,70686.1,2.1899999999999997e-05
P34230,97142.6,2.08e-06
P53254,140495.8,0.000138
P33749,69720.5,2.69e-06
P40030,17141.4,3.12e-05
P32453,36857.7,4.73e-05
Q07887,20839.0,5.110000000000001e-07
P28272,34798.2,0.002994
P47001,23233.8,0.000118
Q12163,26532.5,6.56e-06
Q3E7Z8,10616.0,7.7e-08
P39532,12945.3,7.200000000000001e-08
P25637,28991.6,3.8e-05
P48569,37067.7,7.9e-06
P36139,31247.6,0.000102
P25569,84500.3,1.45e-05
P40085,64825.9,2.8999999999999998e-06
Q12051,38641.7,3.02e-05
P05066,66292.8,9.31e-06
Q7LIF2,12705.3,1.25e-06
Q12417,50698.9,3.02e-05
P53958,43762.7,2.8500000000000002e-06
P38890,60538.0,6.25e-05
P25640,15777.5,1.44e-06
Q12329,42794.3,8.44e-05
Q12052,36547.7,2.76e-06
P0CX75,48995.0,1.8e-05
Q03370,63535.2,4.65e-05
P39731,33235.5,2.99e-05
P38215,14481.7,4.46e-06
Q08702,25760.6,5.54e-06
P53630,26245.0,1.61e-06
P47024,178197.3,5e-09
P12630,63702.2,2.1e-05
Q3E744,10022.2,
P38833,27153.5,2.71e-05
P09624,54012.7,0.000689
P42834,16484.7,8.789999999999999e-06
P25577,35637.0,6.79e-06
Q08001,78204.1,8.890000000000001e-06
P38820,49357.9,4.3799999999999994e-05
P21147,58412.6,7.07e-05
P38153,54832.8,3.98e-05
Q08224,61259.8,4.219999999999999e-06
P52489,55192.9,5.77e-05
P43636,58040.4,3.74e-05
P07347,27586.4,0.0002
P22215,50923.2,1.3e-05
O13514,13710.0,1.64e-06
P53907,84191.4,1.2700000000000001e-06
P40582,26792.0,8.840000000000001e-05
A0A023PXG7,12056.0,1.3e-06
P39724,13364.9,8.36e-05
Q08932,43990.1,8.730000000000001e-06
A0A023PXD5,14895.8,2.1100000000000002e-07
P47052,69381.4,2.94e-05
P42941,34197.6,0.00022
P10662,36736.3,0.000105
P0CX94,18609.1,6.999999999999999e-09
P36158,68273.1,1.4e-05
Q03954,18900.7,7.09e-06
O13584,12070.0,1.3899999999999998e-06
P23542,46061.1,0.000404
Q12033,75940.0,3.1899999999999996e-05
Q03630,18438.1,1.95e-06
P46655,80843.6,0.000903
P38782,32814.3,5.15e-05
P15303,85365.4,0.00014
Q8TGP7,4069.9,
P40105,190504.5,1.2e-06
P38264,21142.2,0.000787
P04076,51975.6,0.000316
Q08953,15924.1,1.15e-06
P33755,65763.8,5.24e-05
P50101,143499.4,5.2600000000000005e-05
Q12121,40743.3,2.99e-05
P05626,26930.4,0.000321
Q05610,40140.7,1.1100000000000002e-06
Q08054,37256.6,8.01e-06
Q04178,25184.9,0.000482
Q12144,32657.2,5.17e-05
P32895,47035.0,0.000279
A0A023PZG9,14533.2,
P00359,35745.0,0.011139
P53179,60879.2,1.29e-05
P32419,37193.6,0.000223
Q08208,51963.7,0.00022
Q05016,29157.7,0.00025
P38886,29730.4,0.000172
Q04412,54518.1,8.35e-06
Q12528,12664.9,2.7999999999999996e-08
P38317,14795.6,1.12e-06
Q03879,14160.1,1.5e-06
P40340,157353.3,1.1400000000000001e-05
Q06493,52189.1,0.000149
P37303,42807.5,0.001928
P40571,16359.4,1.95e-05
P53281,26136.1,3.4e-05
P0CX23,20457.1,0.000796
O13579,14163.6,1.46e-06
O13525,38643.8,1.49e-05
P39011,70973.3,6.52e-05
P40215,62789.8,0.000354
Q03885,22896.4,
Q07830,115622.1,1.7199999999999998e-05
P32264,47158.6,0.00016
P19073,21321.9,2.95e-05
O13563,17889.1,0.000138
P47179,118314.4,2.08e-06
P0C5Q5,7018.2,9.5e-08
Q02890,42482.4,4.92e-05
Q03697,49615.2,1.51e-05
P47031,82531.5,6.37e-05
P40556,41959.8,1.08e-06
P18634,59765.9,9.16e-06
Q00723,27956.9,2.95e-05
P36532,11955.9,2.45e-05
Q06668,55610.9,1.25e-05
P53756,149757.5,6.07e-06
P36116,18901.1,1.05e-05
Q3E7A5,7005.6,
O13570,20919.4,0.0
P34166,4229.9,1.1100000000000002e-06
P38791,42883.6,0.000503
P40000,13527.9,1.1399999999999999e-06
Q870I1,11122.2,
P53109,65849.6,2.16e-06
P53227,31039.8,2.5e-06
P32898,112165.1,8.690000000000001e-05
P06738,103252.0,7.1e-05
P39937,59265.2,1.9399999999999997e-05
P53256,24396.4,0.000153
P37265,12889.7,
P43565,196508.3,2.1099999999999997e-06
Q12066,56896.3,6.730000000000001e-06
P08459,55938.9,2.1800000000000003e-06
P03872,33201.5,
P39923,69868.4,5.62e-06
P38071,42074.3,8.18e-05
Q12429,77922.4,5.75e-05
P34160,99979.9,0.000144
Q12288,28817.8,4.8700000000000005e-05
P40957,87635.3,2.9100000000000003e-05
P53915,27687.8,2.1e-05
Q01939,45280.4,0.000202
P40065,35762.1,1.34e-06
P18412,55158.0,1.6800000000000002e-05
P47087,23177.1,5.88e-06
P53294,46821.4,1.26e-05
P87272,14123.2,1.18e-06
Q9ZZX9,15626.7,
Q04773,15970.6,8.190000000000001e-05
P0C5P1,4053.8,1.44e-06
Q05506,69520.6,0.000358
P87273,12689.0,
Q03525,23981.8,9.960000000000001e-06
Q3E743,12484.8,
P38841,12746.6,1.63e-05
P0C5K9,3404.2,
P43574,56334.5,2.0399999999999998e-05
Q12245,16574.4,2.77e-05
P0CX56,17049.9,0.001287
Q02197,84286.9,2.9e-05
P21957,46047.4,2.78e-05
P53262,29642.9,0.000308
O13560,10675.7,1.38e-06
P47162,13504.1,1.66e-06
Q3E7A9,8203.7,1.71e-06
P11972,79726.3,9.31e-05
P50105,42353.2,6.53e-05
Q08240,18353.6,1.95e-06
Q12129,25283.2,7.05e-05
P40544,37414.6,1.13e-05
P12904,36396.4,0.000254
P14063,15544.8,4.76e-05
Q08245,12587.1,0.000674
P53198,25273.3,4.42e-06
P0CX24,20457.1,0.000426
Q06252,22142.1,0.000183
P53861,44014.3,1e-05
P38739,63804.6,2.23e-06
P25616,36278.8,8.35e-06
Q06596,33230.5,1.33e-06
P40308,73621.3,3.52e-05
Q05924,66446.7,1.83e-05
P38247,18346.0,5.04e-05
Q08750,57249.2,1.36e-07
Q06408,71378.1,0.000111
Q6B0X1,20406.3,1.26e-06
Q92316,9520.2,3.03e-05
Q12257,19072.3,8.91e-06
Q12252,112558.9,2.4500000000000003e-06
P25039,84570.6,9.190000000000001e-05
Q12176,116623.2,0.000212
Q07521,11200.0,1.57e-06
P48236,51652.9,3.13e-06
Q08963,27193.6,3.35e-05
P06245,44217.9,2.8100000000000002e-05
P21801,30244.8,0.000182
Q3E740,8692.2,2.34e-06
P38203,11164.0,6.97e-05
P0C5L2,10631.8,
P53723,47106.6,0.000384
P53250,37066.2,4.4e-05
P34220,47386.4,3.96e-05
P13712,47346.1,5.59e-06
P0CY13,13891.2,1.12e-06
P0CW40,68681.1,3.39e-06
Q08930,41021.8,2.02e-05
P20048,58916.6,2.8499999999999997e-07
Q12036,19977.4,5.58e-06
P01123,23210.5,6.5e-05
P02829,81368.7,0.004515
Q02895,39682.1,3.04e-06
P40534,75023.8,3.02e-06
P33891,81159.1,6.69e-05
P32178,29744.4,0.000462
P38922,52142.6,4.68e-05
O13546,12233.0,1.1399999999999999e-06
P38792,39422.8,6.33e-05
P39995,31645.7,1.12e-05
P32618,106135.4,1.2699999999999999e-05
P53769,29753.3,1.12e-05
P54070,52115.4,6.32e-05
Q02199,49138.7,7.72e-05
P0CX15,211114.4,1.17e-06
P47120,36143.0,0.000687
P39078,57606.3,0.000318
P36052,46511.8,1.15e-05
Q12504,57271.3,6.790000000000001e-05
P33400,68231.2,2.0399999999999998e-05
Q03532,56734.2,0.00025
P39564,18018.8,1.22e-06
P0CL28,17365.2,6.350000000000001e-07
Q12008,36070.4,2.45e-05
Q08962,20385.9,9.6e-05
Q04119,78341.0,7.870000000000001e-06
Q3E840,9339.4,0.000111
P00549,54546.3,0.015578
P38244,111023.0,9.17e-06
Q08218,40882.1,3.99e-06
P36516,44015.4,6.73e-05
P43321,11229.3,3.77e-06
Q12403,26509.3,4.6299999999999994e-05
P54837,24101.5,0.000896
Q00916,34470.7,9.4e-06
P00410,28550.2,3.09e-05
P38874,35200.8,5.86e-05
P32582,56019.3,0.001271
P0CZ17,38672.8,1.28e-06
P47977,32325.9,3.2599999999999997e-06
P36111,66597.2,1.7800000000000001e-06
Q06164,167660.3,4.42e-07
Q07381,90727.3,4.72e-05
P0CX32,15348.1,0.000732
P40504,61416.0,2.58e-05
P38796,44886.3,2.1800000000000003e-06
P33892,296625.1,0.000242
Q08268,54720.5,3.14e-06
P40970,63116.6,0.000654
P24867,32104.5,7.08e-06
P47143,36359.5,0.000569
P06843,38565.0,2.84e-05
P53732,16940.2,1.6100000000000002e-05
Q04781,180155.4,1.35e-05
P39709,68845.6,1.33e-06
Q3E806,7844.3,7.35e-07
Q04461,52368.9,4.33e-06
P40858,18406.9,2.75e-05
P38111,273363.7,1.03e-06
P35728,49644.6,1.9399999999999997e-05
Q04304,24880.7,5.59e-05
P53211,11898.6,1.42e-06
P53747,24308.1,5.26e-06
P50087,26919.2,6.41e-05
P48837,57512.4,0.000135
P40076,12935.1,1.17e-06
P39531,97462.1,2.7899999999999997e-05
A0A023PZL7,13854.1,1.37e-06
Q3E784,9731.0,2.05e-06
P23292,62090.1,7.97e-05
A0A023PXI0,14339.4,1.49e-06
P22803,11201.0,0.000614
P34227,29501.1,8.2e-05
Q12489,12173.4,2.4e-05
Q08915,16950.3,1.32e-06
P01097,9876.4,3.2e-05
P32841,48719.1,2.7699999999999995e-07
P36013,74380.9,0.000236
Q06098,49732.1,5.68e-06
P46678,67685.7,7.49e-06
Q12142,115382.6,5.65e-07
Q07913,38321.9,1.6699999999999997e-07
P48362,44920.6,0.000238
P36526,16509.4,2.86e-05
P13045,58126.7,8.560000000000001e-06
P26364,25197.2,9.44e-06
P03873,49353.2,5e-09
P32526,74250.8,6.4000000000000006e-06
P24384,130014.2,2.5699999999999998e-05
P38840,58518.0,0.000119
Q04183,147664.4,1.05e-05
P40039,58041.4,2.1000000000000002e-06
A0A023PZH9,16294.3,4.0500000000000004e-07
P40585,13157.1,1.31e-06
P53238,38350.8,1.6899999999999997e-05
P07264,85778.3,0.002105
P40554,11016.5,1.99e-05
P38813,39061.9,3.1100000000000004e-05
P38127,42120.2,1.34e-05
P32789,76397.6,1.37e-06
Q05635,39484.0,2.61e-05
Q06543,30630.3,9.28e-06
P40018,22403.4,1.6100000000000002e-05
Q08219,39620.3,7.51e-06
P40992,60362.0,6.31e-06
Q03784,24867.6,3.84e-05
Q04062,45773.7,0.000219
Q06315,114116.2,9.76e-06
P52290,53065.8,1.25e-06
P40098,27710.3,2.65e-05
P53893,124416.7,8.240000000000001e-05
P30620,76402.8,4.46e-06
P50875,67816.7,3.8700000000000006e-05
P14908,39724.1,8.259999999999999e-05
P47119,22088.2,9.329999999999999e-05
P21672,97498.6,1.88e-05
P38327,12742.7,1.03e-06
Q12743,38143.1,1.11e-05
P40991,69780.8,0.000363
Q06648,42864.0,1.31e-05
P25454,42943.9,9.1e-05
P25355,65179.0,8.4e-05
P10081,44684.5,0.000639
Q04377,86409.5,1.09e-05
Q02202,44584.4,8.85e-06
P22353,26958.8,6.0100000000000004e-05
Q03695,35025.2,1.18e-06
Q03792,83118.6,4.769999999999999e-06
Q06685,129769.8,0.000147
P40060,14299.0,3.34e-05
P38260,32592.6,0.000212
Q03057,15917.5,1.5800000000000001e-06
P40530,45448.3,4.11e-05
P22579,174786.6,5.15e-05
P38716,42434.4,6.78e-05
Q08976,11848.4,
P53188,14439.3,5.6399999999999995e-05
P53288,22116.5,1.48e-06
P17106,39366.1,0.000176
Q04082,16079.7,9.16e-06
P23179,45430.4,1.55e-06
P53210,34652.2,5.1399999999999996e-05
P46946,40094.5,1.07e-05
P37297,214607.9,9.970000000000001e-06
P40471,32823.3,5.11e-05
Q12484,12187.5,1.6499999999999999e-06
P39676,44636.7,0.003376
P25349,26352.3,0.000238
P36073,15329.9,1.3600000000000001e-06
P36100,54687.2,0.000309
P52917,48160.7,0.000104
Q06506,65043.6,7.86e-05
P31376,72531.5,1.51e-05
P42946,41491.9,2.7800000000000003e-07
P48836,12715.8,0.000299
Q06001,54104.1,1.74e-07
P51401,21667.5,0.002476
Q07950,62450.2,2.18e-05
P39997,57339.0,2.04e-06
P39994,61290.1,4.360000000000001e-06
Q02783,47088.5,5.71e-06
Q2V2P4,8168.7,4.34e-06
P39965,65881.1,7.21e-06
Q99247,125370.5,4.8100000000000004e-05
P48559,47112.6,2.59e-05
P38781,101340.7,1.36e-05
P53934,45489.2,9.15e-06
Q12461,41445.8,2.3899999999999998e-05
P36097,118844.6,8.580000000000001e-06
P47147,80152.6,1.45e-05
Q06436,76328.4,2.86e-05
Q12110,49495.7,3.92e-06
P0CX19,20584.6,1.59e-07
P53065,45952.3,1.56e-06
P38219,44174.5,0.001805
P40159,20151.5,1.75e-05
P00498,32264.7,0.000359
P26783,25040.9,0.001152
P38712,55981.6,7.840000000000001e-05
P53916,50149.5,4.67e-06
P32387,30576.6,9.609999999999999e-05
P32863,101778.9,2.87e-06
P0CL25,8655.6,
P38615,42999.9,7.73e-05
P87268,14616.6,1.87e-06
P08018,72731.9,4.32e-05
P87270,14463.2,6.1e-08
P47083,66896.9,2.8100000000000002e-05
Q12328,21863.2,3.71e-06
P21825,31366.0,0.000197
Q99345,12789.8,1.1399999999999999e-06
P21268,94545.0,5.1799999999999995e-06
Q3E741,3449.3,1.28e-07
P40075,26915.7,0.000137
P32558,118593.0,0.000284
Q06162,17851.2,2.24e-05
Q04409,55912.4,0.000144
P32589,77339.9,0.002506
P43614,23567.4,1.0800000000000001e-07
P0CE41,166107.3,3.04e-06
P07257,40479.4,0.000505
P53758,9744.3,1.21e-06
Q04013,34203.1,0.000179
P47100,198629.9,5.0899999999999995e-06
Q12171,72043.8,8.8e-05
P04650,6358.9,0.000978
P89114,10827.5,1.42e-06
A0A023PYD0,15830.1,2.1899999999999996e-07
P38339,74624.0,3.8e-05
Q08238,15097.3,1.1399999999999999e-06
P20795,79246.8,1.51e-05
P53733,10284.2,3.6400000000000003e-06
P38687,69014.7,0.000139
Q12103,72860.3,3.41e-06
Q12745,82353.4,3.06e-05
P08431,42385.5,2.05e-06
P25361,14774.0,5.71e-05
Q07788,45688.1,3.2099999999999998e-06
P33311,85155.2,4.23e-05
P38079,38730.9,6.9e-05
P53892,39990.5,3.2000000000000003e-06
P41814,54389.9,3.9200000000000004e-05
Q03579,17204.8,0.000107
Q03673,22759.0,2.6300000000000002e-05
P13298,24662.7,0.000452
P0CX14,211114.4,1.2e-06
A0A023PZE9,13442.7,3.9500000000000003e-07
P33748,77852.2,1.17e-05
P28321,35566.0,4.86e-05
P38759,30993.7,5.1399999999999996e-05
Q08471,68721.4,1.81e-06
Q3E7Y3,14635.3,0.00074
P30605,63566.2,8.59e-05
Q99222,102240.1,8.580000000000001e-06
Q08322,12874.8,1.22e-06
P47063,15727.9,1.4499999999999999e-06
P47175,41200.7,2.2e-05
Q03201,23430.2,7.64e-05
Q04195,100792.4,3.87e-06
Q03529,44871.7,5.2e-05
P47054,191493.4,6.5e-05
P34078,53343.5,3.26e-05
P05318,10889.9,0.00083
Q06644,77565.9,1.3e-05
P40546,38899.0,3.5699999999999997e-06
P38168,11251.4,6.600000000000001e-08
Q7LHG5,172494.8,5.23e-07
P52488,71238.5,0.000172
P53959,96952.5,3.77e-05
Q12009,33400.9,5.09e-05
P40165,27524.2,1.7800000000000002e-05
Q04372,42555.2,2.8999999999999998e-06
P36134,29210.1,3.89e-06
P40047,56696.4,0.000401
P32318,34983.3,1.32e-06
P39953,36977.2,1.56e-05
P36030,13324.8,1.1399999999999999e-06
P20459,34703.9,0.000464
P13134,89957.0,1.34e-05
P38235,40277.9,8.779999999999999e-05
P37262,34498.6,4.29e-05
P47036,15629.1,
P53138,12441.5,3e-09
P38894,111927.2,2.2399999999999997e-07
P39946,56901.4,2.73e-06
Q03434,198580.6,1.4599999999999999e-05
Q12390,26342.9,2.66e-06
Q12254,27596.2,1.1e-05
P51402,9890.7,0.000452
P36072,11761.8,9.5e-08
Q12369,113039.2,6.25e-06
P0C5L3,5609.7,1.13e-06
Q04847,64396.5,2.8800000000000002e-05
O13512,13256.3,1.31e-06
Q12746,35278.4,0.000346
Q04636,62961.2,0.000247
Q08225,80496.0,5.19e-05
P0CX97,18609.1,6.999999999999999e-09
P33299,51974.5,0.000151
P39692,114799.0,7.3e-05
P32354,65847.2,2.8199999999999998e-05
P48235,23989.8,6.99e-06
P25694,91954.8,0.001224
P0C5R4,5635.7,
P35182,31534.8,1.49e-05
Q04368,34512.0,1.34e-06
Q12276,139476.6,1.2e-05
P53051,68571.9,7.440000000000001e-06
Q07684,51324.0,1.08e-05
Q96VH5,10414.1,2.0300000000000002e-05
P21242,31521.3,0.000329
P53842,15509.0,
P48510,39334.2,7.43e-05
P38630,94925.4,7.55e-05
P38972,148864.3,0.000728
P21538,91825.5,0.000123
P09734,49674.4,0.000214
Q12270,29499.6,0.000107
P46681,59259.9,0.000165
Q99210,26464.3,2.5300000000000002e-05
P0CE96,13142.2,3.54e-06
P23503,54152.8,4.89e-06
Q03148,31809.2,5.92e-05
Q06671,51530.9,6.76e-06
P54072,64030.8,2.1000000000000003e-08
P29703,37491.9,7.68e-06
P53293,44341.6,1.1399999999999999e-06
Q3E792,12055.5,0.003208
P47049,45020.9,1.45e-05
P53060,27675.6,1.8100000000000003e-05
P00163,43661.2,2e-08
P39986,135259.6,0.000202
Q12250,51759.9,0.000233
P12685,141084.1,1.35e-06
O94143,11609.5,
P32461,59746.7,4.6399999999999996e-05
P69851,8155.4,1.85e-05
P08019,61439.2,1.18e-06
P47167,27563.8,1.11e-05
P38261,85540.9,2.2899999999999998e-05
P40569,13260.9,1.0900000000000002e-06
P0CX67,49130.1,1.4099999999999999e-05
P53379,64242.5,8.720000000000001e-06
P40495,40071.4,0.00037
Q05080,76219.9,1.1599999999999999e-05
Q3E7Z5,7721.7,3.44e-06
Q02969,44920.1,3.03e-05
P39721,27083.1,8e-05
P49956,84380.3,3.22e-06
Q8TGN3,3078.8,
P19658,71294.2,4.72e-05
P12866,144774.2,1.58e-05
P36069,33769.6,4.75e-05
Q03687,46867.5,1.6100000000000002e-05
P38304,25261.5,1.65e-05
P25351,69217.3,2.2e-06
P38749,37942.5,2.18e-05
Q07505,30832.4,6.24e-05
P25270,46398.8,2.9199999999999998e-05
Q06104,32702.5,1.44e-06
P06102,94385.0,4.99e-05
P32356,85881.1,6.170000000000001e-05
Q03016,140891.6,2.68e-05
Q04533,74288.9,3.49e-05
Q12143,25398.6,3.8e-05
P53841,15336.8,1.45e-07
P41544,23713.7,5.71e-06
Q08742,16706.6,7.78e-05
Q12249,16013.8,
Q12507,39023.6,2.26e-06
P53981,27472.7,0.000419
P40361,104241.4,1.2e-05
P40502,16931.8,3.8599999999999995e-06
P36169,39824.0,1.05e-05
P41057,6669.9,0.001382
P17536,23515.8,0.000199
P38785,35233.6,1.2800000000000001e-05
O13578,12355.8,1.6200000000000002e-06
P38715,37117.1,0.000253
P32892,84831.1,4.9e-05
O13566,15746.6,1.34e-06
P00812,35651.2,0.00063
P43537,16473.5,1.37e-06
P38285,62703.2,2.02e-05
P53117,34705.2,1.21e-06
P38128,49430.2,2.71e-06
P0CX95,18625.2,6.999999999999999e-09
P39954,49115.0,0.002889
Q12531,27788.3,1.18e-06
P37296,101631.5,1.36e-05
Q12115,11383.4,1.8899999999999999e-07
P08456,30798.8,5.67e-07
P39010,85818.7,5.66e-05
Q08206,84366.2,1.76e-06
P12868,117455.4,2.0300000000000002e-05
Q06090,16138.1,4.27e-05
Q12334,25751.1,7.27e-06
Q03831,15202.9,1.59e-06
Q08182,27400.3,1.7e-05
P37254,88526.9,2.5399999999999997e-05
P24309,47742.9,1.18e-05
Q3E794,6150.3,
P25046,24855.7,5.5e-05
P40851,138342.9,1.08e-05
Q92328,30701.7,1.1e-05
P89888,22819.2,7.9e-08
P40077,63990.4,2.65e-05
P32379,28596.3,0.000618
P38311,12140.4,1.0500000000000001e-06
Q08299,66989.4,3.9e-06
P0CX93,10913.0,1.25e-06
Q12355,45786.1,0.000107
P35187,163817.2,2.35e-06
Q12513,16758.6,5.21e-05
P53873,40310.2,1.44e-06
Q08417,40395.9,1.54e-06
P53839,38824.8,5.13e-05
Q04371,54119.1,0.000146
P53232,12106.6,1.15e-06
P47103,45124.2,4.74e-05
P40529,32650.0,7.790000000000001e-05
P23638,28706.5,0.000247
Q12414,198583.6,1.04e-05
P40898,16825.7,1.17e-06
P00817,32291.7,0.001248
Q04049,71523.8,1.64e-05
P16661,51938.5,4.68e-05
Q12218,47824.2,2.07e-07
P53253,106476.7,1.2800000000000001e-05
P39989,17363.0,1.3600000000000001e-06
Q06554,180323.8,3.51e-06
P39978,21731.5,7.28e-07
Q3E752,7054.0,9.66e-07
Q05580,72779.0,5.2799999999999996e-05
Q04406,21075.1,2.39e-06
Q08961,67157.7,6.02e-05
P12684,115694.0,1.99e-05
Q99181,24509.4,2.68e-05
P04387,48324.7,8.939999999999999e-06
P53133,30755.7,9.43e-06
P25558,184697.4,1.01e-05
P32450,11736.8,1.1e-06
