uniprot,mw,abundance
P40037,13906.0,9.68e-05
P47175,41192.0,2.2e-05
P32339,37179.0,1.94e-06
Q12214,54764.0,5.67e-06
P48570,47099.0,0.000711
Q03213,79416.0,2.71e-06
Q05164,94706.0,2.5499999999999997e-06
P38753,51161.0,2.45e-05
P09435,70547.0,0.000444
P40325,22435.0,6.63e-06
P54854,62931.0,2.3e-08
P53631,62828.0,1.26e-06
P23585,59841.0,0.000131
P32467,63910.0,1.02e-06
P39004,62735.0,7.11e-05
P41809,188948.0,1.56e-06
Q03973,27544.0,0.00025
P29295,57340.0,0.000114
P10961,93282.0,5.88e-06
Q99181,24503.0,2.68e-05
P39987,70084.0,0.000202
P53687,50524.0,5.2699999999999995e-06
P17709,55377.0,0.000576
P40441,50830.0,0.00015528148944099398
P38695,66251.0,3.91e-06
P40886,63493.0,1.0199999999999999e-05
P54862,62733.0,1.75e-07
P42833,60979.0,1.4199999999999997e-07
P32466,62558.0,0.000547
P39003,62705.0,0.000203
P40885,62858.0,1.17e-06
P47125,50775.0,9.17e-06
P09064,31574.0,0.000198
P39935,107101.0,0.000282
P19211,17131.0,0.000131
P41833,69396.0,1.74e-06
P33416,91336.0,0.000225
P41734,27346.0,5.49e-06
Q04329,14337.0,3.68e-05
P43579,78753.0,2.5e-05
P40060,14312.0,3.34e-05
P43598,21783.0,1.5e-05
P53897,18051.0,3.31e-05
Q06142,94776.0,0.000579
P40069,122601.0,0.000883
P21190,41858.0,1.35e-06
P47031,82536.0,6.37e-05
P46972,19930.0,5.739999999999999e-07
P53941,33482.0,9.84e-06
P11986,59642.0,8.790000000000001e-05
Q08416,18092.0,4.3899999999999996e-05
P43610,96966.0,1.12e-05
Q6Q560,11266.0,7.03e-05
P47034,14828.0,1.37e-06
P40154,36154.0,2.5300000000000002e-05
P20459,34718.0,0.000464
Q12522,26458.0,0.000505
P47170,181949.0,5.68e-06
P40576,24597.0,4.18e-05
Q05533,32093.0,4.34e-06
Q12271,124577.0,5.8200000000000005e-05
P40559,108430.0,3.52e-06
P07250,40353.0,2.5600000000000002e-05
Q12280,172830.0,3.5699999999999997e-06
Q12479,17881.0,1.34e-06
P34244,169607.0,5.65e-06
P53686,39979.0,6.2e-05
Q12520,38075.0,1.33e-06
P04806,53738.0,0.00049
P28834,39324.0,0.000198
P28241,39739.0,0.000592
P39520,122492.0,1.63e-05
Q9P305,14395.0,3.55e-05
P47042,75327.0,9.74e-06
P39522,62861.0,0.002116
P06168,44368.0,0.009115
Q02821,60441.0,0.000171
P50094,56394.0,0.000185
P01094,7707.0,9.31e-06
P38991,42946.0,3.79e-06
P28239,35573.0,9.4e-06
Q08630,12390.0,1.13e-06
P47056,24746.0,1.2700000000000001e-06
Q04772,23182.0,1.06e-05
Q03020,17895.0,0.000228
Q12385,45141.0,1.74e-06
P15496,33352.0,0.000417
P25038,75657.0,3.6200000000000006e-05
P38265,28066.0,3.82e-06
P28627,21433.0,1.54e-06
P32899,21885.0,4.97e-05
P38710,32823.0,6e-05
P13902,17378.0,1.0300000000000001e-05
Q04213,55427.0,5.23e-05
Q06554,180344.0,3.51e-06
Q06683,78546.0,2.4100000000000002e-06
P21954,48190.0,0.000348
P39730,112268.0,0.000359
P39936,103899.0,8.25e-05
P38431,45261.0,0.000814
P32351,39071.0,4.5299999999999997e-05
P53901,46226.0,4.3799999999999996e-06
P38803,37867.0,0.000195
P32481,57866.0,0.000555
P07260,24254.0,0.000478
P47155,23645.0,1.4099999999999999e-05
P07342,74937.0,0.000593
P40884,67557.0,1.38e-06
P38697,56530.0,0.00014
P53219,38511.0,7.53e-05
P53115,171455.0,7.42e-05
P38284,28772.0,4.03e-06
P10081,44697.0,0.00015528148944099398
P23301,17114.0,0.001118
P25605,33987.0,0.000451
Q08295,68625.0,2.76e-06
P53067,113921.0,3.07e-05
P39567,44386.0,3.3e-05
P50095,56585.0,0.000607
P32581,73593.0,1.38e-06
P25642,16380.0,4.47e-05
P50942,133331.0,2.5399999999999997e-05
Q02888,21842.0,5.1799999999999995e-06
Q03694,47315.0,7.85e-06
Q08227,43799.0,1.29e-05
Q06667,32918.0,1.32e-06
P18963,350980.0,8.36e-06
P47010,14844.0,1.16e-06
P40015,53940.0,1.82e-05
Q08773,130327.0,3.25e-05
P40358,75144.0,3.25e-05
P38217,103681.0,6.21e-05
P32337,121031.0,0.000182
P25626,19394.0,5.16e-05
Q06704,105225.0,7.19e-05
P19158,351669.0,9.36e-06
Q08118,67689.0,1.8400000000000002e-06
Q02733,54156.0,5.85e-05
Q07843,27378.0,0.00015528148944099398
Q03036,21519.0,3.8599999999999995e-06
P47046,91256.0,2.01e-06
Q12056,16930.0,8.98e-05
Q04934,49976.0,3.5600000000000005e-05
Q07532,40640.0,1.35e-05
Q07959,62571.0,1.1100000000000002e-06
P40034,56530.0,8.09e-06
P00724,60639.0,2.26e-05
P0CT04,8590.0,0.000103
P38954,60873.0,6.54e-06
Q08522,12545.0,1.56e-06
A0A023PXB5,11193.0,1.06e-06
P43615,27879.0,1.28e-06
P32361,126976.0,4.41e-06
P21374,28024.0,1.9399999999999997e-05
Q06505,46082.0,5.3299999999999995e-05
Q03419,36492.0,2.8599999999999997e-06
Q99393,36608.0,2.09e-06
P53193,21778.0,2.5e-05
P11927,50653.0,2.1899999999999996e-07
Q03824,81467.0,1.43e-05
Q12072,93446.0,7.2e-05
P53877,61773.0,4.61e-05
Q6B0V8,13451.0,1.17e-06
P38250,105854.0,7.6e-05
P38144,131102.0,0.000106
P30605,63570.0,8.59e-05
Q04638,54096.0,7.07e-06
P36035,69376.0,1.8400000000000002e-06
P47156,84984.0,7.1299999999999995e-06
Q02932,119623.0,6.5e-05
Q06098,49736.0,5.68e-06
P53863,68783.0,2.27e-05
Q12055,22723.0,0.000112
P23291,61715.0,4.61e-05
P43596,90897.0,2.38e-05
P00817,32300.0,0.001248
Q99312,51330.0,2.86e-05
P53843,34496.0,5.63e-05
P26798,34234.0,8.33e-06
P40006,24992.0,0.000112
P32488,37110.0,1.75e-06
P40565,17098.0,1.07e-05
P47119,22093.0,9.329999999999999e-05
Q12442,36279.0,8.210000000000001e-06
P36224,43607.0,2.5099999999999997e-06
P36115,68880.0,2.65e-06
Q07821,27675.0,2.24e-05
Q12425,20877.0,2.5600000000000002e-05
P32645,31655.0,1.35e-06
P53125,145643.0,3.09e-05
P22517,50447.0,0.000121
Q12494,119550.0,4.07e-05
P07170,24255.0,0.001717
Q04746,58440.0,1.2e-06
P15700,22933.0,7.11e-05
P38853,131094.0,3.8700000000000006e-05
P35844,49492.0,0.000636
P38692,117062.0,1.8e-05
Q01919,90088.0,1.13e-05
Q04431,44675.0,8.54e-06
P27809,51387.0,0.000354
P42846,68654.0,0.000228
P05986,45977.0,2.3899999999999998e-05
P07278,47219.0,0.000128
P38169,52429.0,2.08e-05
P32486,80123.0,7.53e-05
P25586,37159.0,0.000191
P34253,35322.0,5.27e-05
P54070,52128.0,6.32e-05
P53158,24442.0,1.63e-05
P06245,44220.0,2.8100000000000002e-05
Q02196,23060.0,8.3e-05
P50090,99975.0,4.95e-06
P09620,82245.0,0.000113
P15454,20637.0,0.000581
P47135,120374.0,1.8100000000000003e-05
P32767,123531.0,9.55e-05
P36132,42748.0,6.56e-05
P06244,46076.0,5.1200000000000004e-05
P39962,60261.0,3.41e-05
P25389,116475.0,6.2e-06
P07277,48460.0,0.000103
P06242,35247.0,0.000132
P33417,67856.0,4.03e-05
P36005,49633.0,3.66e-06
P22209,51203.0,2.72e-07
P53086,91090.0,1.47e-05
P36004,82590.0,1.08e-05
P38063,35720.0,0.000101
P00549,54545.0,0.015578
O13555,14545.0,1.32e-06
P46997,67389.0,2.68e-06
P40206,24665.0,2.87e-05
P26364,25194.0,9.44e-06
P17119,84004.0,3.0399999999999997e-05
P32526,74245.0,6.4000000000000006e-06
Q07551,35561.0,0.000203
P23292,62079.0,7.97e-05
P27466,50296.0,2.27e-05
P43614,23555.0,1.0800000000000001e-07
Q08979,75433.0,6.23e-05
P13186,128338.0,1.45e-05
P13134,90003.0,1.34e-05
Q04066,29991.0,2.16e-06
P40309,97111.0,3.13e-06
P25341,81462.0,6.17e-07
P52489,55195.0,5.77e-05
P40504,61438.0,2.58e-05
P30606,66710.0,7.38e-06
Q12350,35028.0,5.93e-06
Q03361,98691.0,2.14e-05
Q06214,55264.0,0.000131
Q12358,46983.0,1.69e-06
P25583,38672.0,3.7e-05
Q06346,25484.0,5.69e-05
P50112,29753.0,1.75e-07
P24583,131477.0,2.34e-05
P38689,35124.0,0.000144
P39005,29989.0,9.78e-06
P30624,77866.0,0.000336
P20485,66317.0,6.64e-05
P13185,120071.0,2.2800000000000002e-05
P28743,78378.0,1e-05
Q8TGJ3,8196.0,9.61e-07
P14681,42692.0,7.3e-05
P38130,47482.0,3.29e-05
P25045,62207.0,0.000249
Q04377,86425.0,1.09e-05
Q08218,40878.0,3.99e-06
P27810,46022.0,0.00012
Q04437,71241.0,8e-06
P28496,48992.0,4.07e-05
P38878,32063.0,3.6700000000000004e-05
Q06508,33816.0,6.02e-05
P32807,70647.0,1.75e-05
Q12446,67572.0,8.120000000000001e-05
P36146,59351.0,8.24e-06
P39002,77947.0,8.620000000000001e-05
Q02786,11332.0,1.1399999999999999e-06
Q02796,37309.0,2.6e-05
P39946,56901.0,2.73e-06
Q92325,75639.0,4.51e-06
P38851,143584.0,1.23e-05
P38800,149680.0,1.92e-06
Q08045,14922.0,2.22e-05
P07264,85794.0,0.002105
Q04005,33114.0,1.0199999999999999e-05
P53150,48259.0,9.9e-06
Q03579,17207.0,0.000107
P32350,83843.0,1.77e-06
P38620,34765.0,8.88e-05
P00572,24687.0,3.02e-05
Q06147,77566.0,1.76e-05
P47912,77267.0,0.000534
Q04081,37695.0,7.78e-06
P38210,19792.0,2.0299999999999996e-06
P31379,37050.0,1.0700000000000001e-06
P28742,125795.0,3.05e-06
Q12265,53505.0,7.85e-05
P17260,32158.0,5.0700000000000006e-05
P33550,50651.0,1.1399999999999999e-06
Q05979,51032.0,3.99e-05
P40079,40794.0,2.6600000000000003e-05
P38702,40825.0,1.1399999999999999e-06
P38873,177609.0,3.15e-06
P40026,53772.0,2.44e-06
P22023,156477.0,1.06e-05
P38691,117082.0,2.42e-05
Q12246,69639.0,3.96e-05
P06208,68409.0,0.000352
P38131,54556.0,0.000285
P43560,76347.0,2.92e-06
P40970,63111.0,0.000654
P25587,29024.0,3.69e-06
Q12502,89826.0,9.810000000000001e-06
P42838,47438.0,6.32e-05
P38439,53920.0,4.25e-05
P04173,38953.0,1.29e-05
P38852,40369.0,8.900000000000001e-06
P17423,38712.0,0.001032
P32895,47047.0,0.000279
P53966,61728.0,5.150000000000001e-06
P39526,229900.0,4.1299999999999994e-05
P38703,48455.0,3.71e-05
Q08001,78212.0,8.890000000000001e-06
P39518,83438.0,1.34e-05
Q12342,56549.0,7.519999999999999e-06
P38139,43287.0,3.7999999999999996e-06
P0CW40,68699.0,3.39e-06
P53051,68592.0,7.440000000000001e-06
P40065,35753.0,1.34e-06
P36013,74376.0,0.000236
P38295,51255.0,7.390000000000001e-05
Q07376,53566.0,2.5899999999999998e-06
Q08777,57582.0,1.37e-06
P24279,107518.0,0.000304
P36060,34138.0,0.000147
P35191,55561.0,0.000137
P33310,75950.0,2.7899999999999997e-05
P33311,85137.0,4.23e-05
P47025,80032.0,4.26e-05
Q99278,13307.0,8e-06
P38633,14741.0,1.56e-05
P40356,43079.0,1.0199999999999999e-05
P40573,21590.0,4.450000000000001e-06
P08536,57725.0,5.36e-05
P15807,31918.0,1.47e-06
P19358,42256.0,0.000732
P38112,87048.0,5.41e-05
P53048,67980.0,4.219999999999999e-06
P25491,44671.0,0.002117
P38300,31811.0,3.3e-05
P23493,36935.0,1.5e-06
P36051,105693.0,1.15e-05
P21965,43136.0,7.52e-05
P11746,32802.0,8.98e-05
Q92328,30729.0,1.1e-05
P32585,34289.0,1.15e-05
Q12124,47718.0,0.000111
P33308,17376.0,1.55e-05
P24719,56850.0,1.33e-06
Q12041,21518.0,2.73e-06
Q02891,51724.0,5.98e-06
P36032,52257.0,1.3e-06
P32354,65815.0,2.8199999999999998e-05
P53083,51990.0,6.17e-06
Q12019,559308.0,9.27e-05
P19263,123358.0,1e-05
P32569,78476.0,4.76e-05
P40260,54202.0,9.35e-06
P53390,53690.0,4.1299999999999994e-05
P16523,31111.0,1.12e-06
P39692,114829.0,7.3e-05
P47164,72351.0,4e-05
P32435,13271.0,1.4e-06
Q04922,53168.0,1.8e-05
P33441,44996.0,7.99e-05
P40081,20441.0,0.000129
P34239,93359.0,3.27e-06
P50113,30683.0,6.84e-06
P40957,87651.0,2.9100000000000003e-05
P47074,59521.0,2.84e-05
P22134,34333.0,4.88e-06
P53338,54325.0,2e-06
P38157,54194.0,1.35e-06
Q12296,77712.0,6.24e-05
P30952,62791.0,0.000132
P19659,120309.0,1.9399999999999997e-05
Q12321,64251.0,4.86e-05
P40958,22284.0,1.3300000000000001e-05
P38156,68263.0,1.13e-06
Q9ZZW7,61172.0,1.29e-07
P22133,40731.0,0.00011
P17505,35650.0,0.000425
P32419,37186.0,0.000223
P38880,66703.0,1.24e-05
P38782,32819.0,5.15e-05
P53281,26139.0,3.4e-05
P53145,72728.0,0.000218
P47017,20307.0,8.659999999999999e-05
P41910,44733.0,2.78e-05
Q01662,43373.0,0.000376
P35688,116651.0,5.860000000000001e-06
Q04087,39354.0,1.77e-05
P49367,75151.0,0.000186
P38999,48918.0,0.001036
Q12176,116677.0,0.000212
P21826,62794.0,5.3e-06
P39534,12522.0,1.38e-06
P03879,74580.0,1.3999999999999998e-08
P39678,93908.0,7.55e-06
P53091,112978.0,0.000143
Q12106,33989.0,2.99e-06
P23060,40783.0,1.32e-06
P53341,68094.0,4.3100000000000004e-05
P38174,47518.0,6.13e-05
O14467,16404.0,0.000899
Q08268,54707.0,3.14e-06
Q12262,21138.0,6.5099999999999995e-06
P38132,94943.0,4.4200000000000004e-05
P42834,16474.0,8.789999999999999e-06
P18409,56237.0,9.91e-06
P20484,47291.0,6.659999999999999e-05
P10962,35696.0,7.759999999999999e-05
P22855,124499.0,1.9e-05
P03873,49326.0,5e-09
Q08601,47982.0,4.48e-05
P47167,27568.0,1.11e-05
Q06213,17908.0,4.29e-05
P47822,16071.0,1.6899999999999997e-05
Q02205,20242.0,3.6899999999999996e-05
P35201,62473.0,6.31e-06
P27705,55532.0,1.5199999999999998e-05
P40002,72534.0,3.3299999999999996e-05
Q04341,13866.0,7.690000000000001e-06
P40457,195141.0,3.48e-05
Q01159,52764.0,1.58e-05
P32783,50341.0,2.73e-05
P29496,86411.0,0.000107
P34162,22894.0,1.6899999999999997e-05
P32570,13863.0,2.65e-05
Q08278,25585.0,6.7e-05
P38304,25268.0,1.65e-05
P32489,26461.0,0.000237
P18408,30380.0,3.47e-05
P08465,53659.0,2.4100000000000003e-05
P39014,72835.0,4.08e-06
P32389,74373.0,2.68e-05
P01149,18642.0,6.979999999999999e-07
P53050,50735.0,1.3e-06
P32266,99178.0,2.3899999999999998e-05
Q06630,26895.0,5.89e-05
P36046,44536.0,0.000119
Q04533,74313.0,3.49e-05
P38341,12388.0,3.7e-05
P36112,61082.0,9.91e-05
P39943,43119.0,2.79e-06
P32491,56758.0,2.2800000000000002e-05
P40850,94495.0,6.759999999999999e-05
Q06675,42971.0,1.04e-05
P29469,98780.0,3.27e-05
P30665,105003.0,0.000111
Q06567,65917.0,2.33e-05
Q01846,129981.0,8.84e-06
Q05930,70528.0,1.01e-06
Q06820,64958.0,6.24e-06
Q08179,65005.0,0.000139
P53094,166971.0,9e-06
Q12285,23732.0,0.000119
P32259,111297.0,3.41e-05
Q12343,32205.0,4.1e-05
P53114,128794.0,3.71e-05
P41948,53401.0,7.49e-06
P40469,117883.0,5.5700000000000005e-05
P32179,39149.0,0.00022
Q03081,19557.0,9.41e-06
P47169,161219.0,0.000113
P10659,41818.0,0.002426
Q12198,64223.0,1.82e-05
Q99257,67352.0,6.05e-05
P32787,30091.0,6.54e-05
P43594,18855.0,0.000106
P29467,48215.0,1.17e-06
Q02889,12252.0,2.98e-06
P36027,39146.0,5.59e-05
P38760,75920.0,2.09e-06
P32490,56720.0,1.09e-05
Q07980,78248.0,4.27e-06
P38257,78764.0,2.43e-06
Q08970,52434.0,2.6e-06
P53102,26083.0,1.57e-06
Q12205,96997.0,2.38e-06
P53885,40278.0,5.16e-05
Q12171,72028.0,8.8e-05
Q02574,53146.0,4.7e-06
P25046,24857.0,5.5e-05
P05694,85860.0,0.005026
P40578,127055.0,5.8899999999999995e-06
P43638,155207.0,2.87e-05
Q12525,36715.0,8.900000000000001e-06
Q96VH5,10408.0,2.0300000000000002e-05
P50087,26912.0,6.41e-05
Q07684,51320.0,1.08e-05
Q08176,12758.0,1.3e-08
P34072,65643.0,8.759999999999999e-06
Q06580,18521.0,1.7199999999999998e-05
P41800,48660.0,2.22e-05
P50108,46748.0,6.56e-05
P39106,88529.0,6.47e-05
O60200,9712.0,3.9e-05
P43623,36971.0,2.3e-05
P25573,47156.0,3.6899999999999996e-05
Q3E835,10549.0,3.48e-07
P38286,38708.0,0.000517
Q12083,82001.0,1.29e-06
P26188,21499.0,1.4e-06
P41821,61575.0,2.85e-05
P53035,42048.0,1.23e-05
P46982,67204.0,0.000136
P53163,20650.0,0.000141
P32906,63057.0,7.77e-05
P48563,186836.0,5.49e-05
P23641,32812.0,0.00029
P40364,28470.0,4.1899999999999995e-05
P54199,86772.0,3.2099999999999998e-06
P38162,22966.0,1.06e-05
Q02455,218456.0,6.73e-05
P38069,67774.0,0.000141
P35724,109737.0,9.820000000000001e-06
P40549,72410.0,2.0399999999999998e-05
P0CD99,68189.0,1.4e-06
Q03825,85050.0,2.42e-06
P38994,89320.0,6.04e-06
P34166,4229.0,1.1100000000000002e-06
P28321,35563.0,4.86e-05
Q04472,58004.0,8.99e-05
Q3E829,9050.0,2.05e-06
Q03667,16669.0,0.000133
P53379,64269.0,8.720000000000001e-06
P53141,16444.0,3.91e-05
P38920,87062.0,5.74e-06
Q06324,54817.0,1.48e-05
Q06211,161238.0,2.04e-06
P40577,42826.0,1.49e-06
P53059,64853.0,1.09e-05
P54785,54382.0,3.93e-05
P53157,14995.0,5.02e-05
P40484,35882.0,6.27e-05
P47123,24307.0,3.3e-05
P53869,10648.0,2.1099999999999997e-06
P22148,43060.0,6.4199999999999995e-06
P52918,142118.0,4.52e-05
P33748,77861.0,1.17e-05
P33749,69723.0,2.69e-06
P0CY08,24282.0,1.24e-06
Q07938,37857.0,0.000141
P0CX80,6650.0,0.000274
P53152,15545.0,7.840000000000001e-05
P38888,91246.0,6.519999999999999e-06
P39107,45955.0,3.8299999999999996e-05
P07884,50237.0,2.67e-05
P38191,16085.0,1.33e-06
Q12411,69878.0,1.77e-06
Q99316,32401.0,3.26e-05
P41940,39566.0,0.003193
P47083,66953.0,2.8100000000000002e-05
P25270,46387.0,2.9199999999999998e-05
P53123,37423.0,1.49e-06
P34165,3927.0,0.000284
P36066,54488.0,1.83e-06
P50945,26960.0,7.11e-05
P40185,15908.0,0.002064
Q12372,64218.0,4.03e-06
P53583,61667.0,1e-05
P25588,124326.0,9.27e-06
P10566,34502.0,1.34e-05
P33201,27058.0,0.000619
P47084,59766.0,4.74e-05
P48564,61228.0,5.85e-06
P15424,76269.0,0.000188
P21339,129971.0,1.42e-05
Q05812,80530.0,1.8100000000000003e-05
P25847,108884.0,4.0799999999999996e-05
Q03677,20879.0,1.12e-05
Q03920,24973.0,3.18e-05
Q12093,47049.0,1.5199999999999998e-05
P32047,49210.0,8.609999999999999e-06
Q06164,167683.0,4.42e-07
Q03218,56209.0,5.71e-05
P24720,77230.0,1.35e-05
P46985,47859.0,5.47e-05
P36044,139381.0,1.52e-06
P53159,44585.0,7.46e-06
Q12117,36191.0,0.001775
P23500,33307.0,2.12e-05
P40050,79548.0,6.72e-06
P47007,44863.0,1.12e-05
Q07349,48312.0,1.26e-05
P38694,71321.0,0.000225
Q12175,102209.0,1.0500000000000001e-06
P53745,68082.0,1.31e-06
P32333,209977.0,8.87e-05
P0CE00,67257.0,1.7300000000000003e-07
P23748,63358.0,2.38e-06
P47069,79175.0,5.15e-05
P39016,95422.0,2.45e-05
Q01926,54203.0,8.47e-06
Q03079,24166.0,1.53e-06
Q12317,57093.0,1.7100000000000002e-05
P32559,58352.0,8.65e-06
P38335,79028.0,8.2e-06
P29952,48189.0,0.000214
P53725,21142.0,1.9600000000000002e-05
Q06390,36052.0,1.34e-06
Q06106,101120.0,5.21e-05
P32829,77650.0,6.09e-06
Q12467,48827.0,2.98e-06
Q05473,35614.0,1.16e-06
Q08471,68691.0,1.81e-06
P32334,133115.0,2.99e-05
P08593,30957.0,9.44e-06
P40990,41476.0,1.89e-05
Q02046,36240.0,0.000219
P14908,39727.0,8.259999999999999e-05
P53214,57528.0,1.66e-06
O75012,10691.0,4.94e-06
P35719,25097.0,0.000124
Q05648,47173.0,4.07e-06
P38172,30545.0,8.26e-06
Q08818,79947.0,9.45e-05
P32335,50880.0,0.000117
P46151,73942.0,1.89e-05
P53128,68560.0,9.25e-05
P32377,44116.0,0.000351
Q08750,57237.0,1.36e-07
P08964,223636.0,2.8100000000000002e-05
P38879,18709.0,0.000996
P53919,54949.0,1.9e-05
P35198,49060.0,7.07e-06
P39731,33243.0,2.99e-05
P50276,63221.0,6.7e-05
Q04149,72309.0,4.49e-06
P25566,19279.0,1.1400000000000001e-05
Q02197,84302.0,2.9e-05
P53320,40763.0,3.3299999999999996e-05
P47095,27427.0,1.4400000000000001e-05
Q03162,72251.0,1.03e-06
P38236,41433.0,3.39e-05
P42939,11968.0,1.04e-05
P19524,180680.0,0.000415
P36006,142451.0,3.28e-05
Q04439,136899.0,0.000126
P53166,63058.0,9.3e-06
P50873,57819.0,1.54e-05
Q06815,42706.0,7.79e-06
P53045,36479.0,0.000824
P53604,23351.0,1.4599999999999999e-05
P53176,27241.0,1.34e-06
P48240,27577.0,7.840000000000001e-05
P38857,14555.0,5.2e-05
P53311,16230.0,6.429999999999999e-05
Q12404,36408.0,3.1e-05
P40562,114058.0,2.6e-06
P11914,53338.0,0.000378
P10507,51084.0,3.6e-05
P07266,41290.0,4.8899999999999996e-05
P36157,39862.0,0.000445
Q03455,80578.0,1.39e-05
P38590,54217.0,8.02e-06
P25846,109409.0,1.7199999999999998e-05
P13712,47365.0,5.59e-06
P39552,27091.0,1.13e-06
P47018,53477.0,7.93e-05
P34246,39842.0,1.6000000000000001e-06
P38734,60620.0,2.33e-06
P0CY06,20413.0,1.3e-06
P38849,59818.0,1.6299999999999999e-06
P0CX81,6650.0,6.54e-05
Q06489,45020.0,3.71e-05
Q99189,110745.0,6.6e-05
P40959,59657.0,2.85e-05
P43563,33276.0,2.8899999999999998e-05
P53129,73478.0,4.7e-06
Q08550,54358.0,1.49e-06
P35728,49647.0,1.9399999999999997e-05
P40965,99225.0,1.5800000000000001e-06
Q03834,140080.0,5.5e-05
P40567,12830.0,8.81e-06
P40029,21141.0,8.48e-05
P53077,14488.0,1.21e-05
P32633,16094.0,2.76e-06
P10849,51192.0,2.2800000000000002e-05
Q03151,42144.0,1.48e-05
P53070,74215.0,6.44e-06
P36084,60460.0,4.11e-05
Q08925,68664.0,9.09e-05
Q03104,59589.0,5.5100000000000004e-05
P25336,116534.0,1.04e-05
P28737,40343.0,3.85e-05
P38860,57847.0,3.1699999999999997e-06
Q12387,92809.0,9.53e-05
Q03735,126139.0,3.82e-05
P23503,54151.0,4.89e-06
Q08689,19727.0,9e-05
Q12374,70862.0,3.41e-05
P23059,9725.0,2.25e-05
P32505,58321.0,0.000236
Q02642,17020.0,0.000797
P43619,32365.0,4.28e-05
P12945,98905.0,0.0002
Q08229,55923.0,2.9199999999999998e-05
P40460,80487.0,1.62e-05
P40215,62774.0,0.000354
P47047,122055.0,0.000157
Q02866,69538.0,8.24e-06
P38795,80686.0,3.6299999999999995e-05
P25293,47885.0,0.000254
P38996,90439.0,8.6e-05
P40314,16620.0,2.26e-05
Q02820,6337.0,4.49e-07
Q8TGN9,17536.0,2.5000000000000002e-08
P52920,35253.0,2.07e-05
Q12207,18967.0,0.000259
P53944,35871.0,0.000111
P34232,20784.0,3.74e-05
P40360,65610.0,3.8599999999999995e-06
P40096,15517.0,7.659999999999999e-05
Q92317,16650.0,5.6399999999999995e-05
P38626,31494.0,0.000144
P38205,77879.0,0.000298
Q03429,13927.0,5.38e-06
Q03503,20457.0,2.86e-05
Q04751,32334.0,3.88e-06
P30771,109430.0,9.3e-05
P32492,169344.0,5.21e-05
P53914,119348.0,0.00011
P46955,35412.0,1.8999999999999998e-06
P34160,100018.0,0.000144
P32500,74134.0,6.19e-05
P38881,36421.0,2.45e-05
P31755,55156.0,9.209999999999999e-05
P38325,14610.0,5.66e-05
Q08202,27167.0,6.670000000000001e-05
Q07521,11196.0,1.57e-06
Q06593,101261.0,1.06e-06
P54784,104400.0,3.61e-05
P50874,55289.0,9.47e-06
P05150,37845.0,0.00019
P38747,36113.0,2.37e-05
Q12066,56887.0,6.730000000000001e-06
P28273,140428.0,6.12e-05
P54790,72077.0,7.55e-07
P54964,30870.0,6.48e-05
P35845,135098.0,3.15e-05
Q02201,51588.0,5.2600000000000005e-05
P41543,54072.0,0.000177
P43611,59360.0,3.4e-05
P04147,64344.0,0.002641
Q99297,34007.0,5.56e-05
P20967,114416.0,0.000261
P49686,42778.0,1.99e-06
Q02199,49142.0,7.72e-05
Q02803,34045.0,1.3899999999999998e-06
Q12454,26024.0,3.67e-06
P19262,50431.0,0.000117
P32473,40054.0,0.000176
P53397,42781.0,3.5600000000000005e-05
P87286,15970.0,1.3600000000000001e-06
P38271,37740.0,1.8100000000000003e-05
P32833,71238.0,1.67e-05
Q03723,37891.0,1.23e-05
Q02795,31653.0,0.000152
Q12202,82328.0,1.52e-06
P39952,44816.0,8.52e-05
P38082,25009.0,8.31e-06
P53718,27564.0,2.61e-05
Q07913,38335.0,1.6699999999999997e-07
P38302,15970.0,1.98e-05
P38340,26068.0,4.73e-05
P36118,36647.0,9.93e-06
Q02629,99988.0,5.74e-05
P52593,188577.0,0.000133
P33895,52973.0,1.95e-05
Q00402,313033.0,7.670000000000001e-05
P32332,35153.0,0.000119
P50946,27205.0,2.24e-05
Q12255,28964.0,3.8799999999999994e-05
P39720,118891.0,3.5600000000000002e-06
P07991,46086.0,0.000663
P54791,60705.0,3.26e-05
P38826,50296.0,2.78e-05
P40078,29723.0,0.000354
P38632,30354.0,2.76e-05
Q05541,33965.0,2.34e-05
Q03718,64013.0,7.46e-06
P36161,133321.0,5.97e-05
P38181,169475.0,5.01e-05
P47054,191535.0,6.5e-05
P25366,41647.0,5.47e-05
Q03028,34206.0,5.93e-05
P12695,51818.0,0.000233
P16387,46343.0,0.001038
Q06144,24855.0,6.96e-05
P38713,113760.0,1.74e-05
Q03790,52619.0,2.93e-05
P40368,82085.0,0.000116
P38738,77756.0,0.000116
P36163,39328.0,2.74e-06
O94084,27835.0,4.0799999999999995e-07
P21375,55065.0,1.29e-05
P46964,14698.0,4.23e-05
Q03558,45011.0,0.000341
P36129,23239.0,1.1100000000000002e-06
Q99380,3985.0,0.000117
Q03266,42640.0,9.66e-06
P33751,26733.0,2.6e-05
P38351,51801.0,4.77e-05
P53179,60864.0,1.29e-05
P32521,160267.0,7.91e-05
Q3E770,12850.0,1.0900000000000002e-06
P13259,49406.0,4.95e-05
Q04370,45992.0,1.17e-05
Q08215,43676.0,1.01e-05
Q06169,59462.0,4.93e-05
P42836,39184.0,2.37e-05
P40005,12994.0,3.73e-05
Q04493,18356.0,0.000107
Q04734,26697.0,1.37e-06
P38787,42821.0,5.77e-05
