(+)-alpha-pinene	CC1=CCC2CC1C2(C)C
Glycogen, Structure 5 (Glycogenin-2[1,4-Glc])	
Glycoursodeoxycholic acid 3-sulfate	CC(CCC(=O)NCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)OS(=O)(=O)O)C)O)C
Glycyl-Glycine	C(C(=O)NCC(=O)O)N
Glycyl-Histidyl-Asparagine	C1=C(NC=N1)CC(C(=O)NC(CC(=O)N)C(=O)O)NC(=O)CN
Glycyl-Histidyl-Lysine	C1=C(NC=N1)CC(C(=O)NC(CCCCN)C(=O)O)NC(=O)CN
Glycyl-Lysyl-Cysteine	C(CCN)CC(C(=O)NC(CS)C(=O)O)NC(=O)CN
Glycyl-Lysyl-Phenylalanine	C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CCCCN)NC(=O)CN
Glycyl-Phenylalanine	C1=CC=C(C=C1)CC(C(=O)O)NC(=O)CN
Glycyl-Tyrosyl-Lysine	C1=CC(=CC=C1CC(C(=O)NC(CCCCN)C(=O)O)NC(=O)CN)O
Glycyl-Valyl-Histidine	CC(C)C(C(=O)NC(CC1=CN=CN1)C(=O)O)NC(=O)CN
Glycylleucine	CC(C)CC(C(=O)O)NC(=O)CN
Glycylproline	C1CC(N(C1)C(=O)CN)C(=O)O
Glycylsarcosine	CN(CC(=O)O)C(=O)CN
Guar Gum-Deoxyxholic Acid Complex	
Guar Gum-Glycocholate Complex	
Guar Gum-Taurocholic Acid Complex	
Gums	
H+	[H+]
H2O	O
H2O2	OO
H2S	S
H2S2O3	OS(=O)(=S)O
HCO3-	C(=O)(O)[O-]
HDL	C(C(C(=O)NO)O)(C(C(=O)O)O)O
HDL remnant	
HMA	C1CCCN(CC1)C2=NC(=C(N=C2Cl)C(=O)N=C(N)N)N
HMG-CoA	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(C)(CC(=O)O)O)O
Hexadecanediocacid	
Hexadecanedioic Acid Mono-L-Carnitine Ester	C[N+](C)(C)CC(CC(=O)[O-])OC(=O)CCCCCCCCCCCCCCC(=O)O
Hexadecanedioyl Coenzyme A	CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])C(C(=O)NCCC(=O)NCCSC(=O)CCCCCCCCCCCCCCC(=O)[O-])O
Hexanoate (N-C6:0)	CCCCCC(=O)[O-]
Hexanoyl Carnitine	CCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C
Hexanoyl-Glycine	
Histidyl-Arginyl-Cysteine	C1=C(NC=N1)CC(C(=O)NC(CCCN=C(N)N)C(=O)NC(CS)C(=O)O)N
Histidyl-Arginyl-Serine	C1=C(NC=N1)CC(C(=O)NC(CCCN=C(N)N)C(=O)NC(CO)C(=O)O)N
Histidyl-Aspartate	
Histidyl-Cystyl-Cysteine	
Histidyl-Glutamate	
Histidyl-Glutaminyl-Alanine	CC(C(=O)O)NC(=O)C(CCC(=O)N)NC(=O)C(CC1=CN=CN1)N
Histidyl-Glutamyl-Glutamine	C1=C(NC=N1)CC(C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)N)C(=O)O)N
Histidyl-Histidyl-Lysine	C1=C(NC=N1)CC(C(=O)NC(CC2=CN=CN2)C(=O)NC(CCCCN)C(=O)O)N
Histidyl-Lysyl-Alanine	CC(C(=O)O)NC(=O)C(CCCCN)NC(=O)C(CC1=CN=CN1)N
Histidyl-Lysyl-Glutamate	
Histidyl-Lysyl-Isoleucine	CCC(C)C(C(=O)O)NC(=O)C(CCCCN)NC(=O)C(CC1=CN=CN1)N
Histidyl-Lysyl-Lysine	C1=C(NC=N1)CC(C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)O)N
Histidyl-Lysyl-Threonine	CC(C(C(=O)O)NC(=O)C(CCCCN)NC(=O)C(CC1=CN=CN1)N)O
Histidyl-Lysyl-Valine	CC(C)C(C(=O)O)NC(=O)C(CCCCN)NC(=O)C(CC1=CN=CN1)N
Histidyl-Methionine	CSCCC(C(=O)O)NC(=O)C(CC1=CN=CN1)N
Histidyl-Methionyl-Glutamine	CSCCC(C(=O)NC(CCC(=O)N)C(=O)O)NC(=O)C(CC1=CN=CN1)N
Histidyl-Phenylalanyl-Arginine	C1=CC=C(C=C1)CC(C(=O)NC(CCCN=C(N)N)C(=O)O)NC(=O)C(CC2=CN=CN2)N
Histidyl-Prolyl-Lysine	C1CC(N(C1)C(=O)C(CC2=CN=CN2)N)C(=O)NC(CCCCN)C(=O)O
Histidyl-Tryptophanyl-Histidine	C1=CC=C2C(=C1)C(=CN2)CC(C(=O)NC(CC3=CN=CN3)C(=O)O)NC(=O)C(CC4=CN=CN4)N
Homocitrulline	C(CCNC(=O)N)CC(C(=O)O)N
Hydroxy Alkyl Chain	
Hyocholic acid-24glucuronide, HCA-24G	
Hyocholic acid-6glucuronide, HCA-6G	
Hyocholic acid; gamma-Muricholate	
Hyodeoxycholic acid-24glucuronide, HDCA-24G	
Hyodeoxycholic acid-6glucuronide, HDCA-6G	
I-Antigen	CCCCCCCCCCCCCC=CC(C(COC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)CO)O)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)CO)O)OC5C(C(C(C(O5)CO)OC6C(C(C(C(O6)CO)O)O)O)O)NC(=O)C)O)O)NC(=O)C)O)O)O)NC(=O)C)O
IDP	C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O
III3Fuc-nLc6Cer	
IMP	C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O
ITP	C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O
IV2Fuc-Lc4Cer	
IV2Fuc-nLc4Cer	CCCCCCCCCCCCCC=CC(C(COC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)CO)O)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)CO)O)O)OC5C(C(C(C(O5)C)O)O)O)O)NC(=O)C)O)O)O)NC(=O)C)O
IV3GalNAca-Gb4Cer	
IV3Neu5Ac,III4Fuc-Lc4Cer	
IV3NeuAc,III3Fuc-nLc4Cer	
Isochenodeoxycholic acid; 3beta,7alpha,12alpha-Trihydroxy-5beta-cholanic acid	
Isochenodeoxycholic acid; 3beta,7alpha-Dihydroxy-5beta-cholanic acid	
Isolecyl-Aspartate	
Isolecyl-Glutaminyl-Glutamate	
Isolecyl-Glycyl-Arginine	
Isolecyl-Prolyl-Lysine	
Isolecyl-Seryl-Arginine	
Isolecyl-Tryptophanyl-Tyrosine	
Isoleucyl-Arginyl-Isoleucine	CCC(C)C(C(=O)NC(CCCN=C(N)N)C(=O)NC(C(C)CC)C(=O)O)N
Isoleucyl-Asparaginyl-Histidine	CCC(C)C(C(=O)NC(CC(=O)N)C(=O)NC(CC1=CN=CN1)C(=O)O)N
Isovaleryl Carnitine	
K+	[K+]
L-1-pyrroline-3-hydroxy-5-carboxylate	C1C(C=NC1C(=O)O)O
L-2-amino-3-oxobutanoic acid	CC(=O)C(C(=O)O)N
L-2-aminoadipate	C(CC(C(=O)O)N)CC(=O)O
L-3-amino-isobutanoate	CC(CN)C(=O)O
L-3-cyanoalanine	C(C#N)C(C(=O)O)N
L-4-hydroxyglutamate semialdehyde	C(C(C=O)O)C(C(=O)O)N
L-Homocystine	C(CSSCCC(C(=O)O)N)C(C(=O)O)N
L-Prolinylglycine	C1CC(NC1)CONCC(=O)O
L-alanyl-tRNA(ala)	
L-arabinose	C1C(C(C(C(O1)O)O)O)O
L-arabitol	C(C(C(C(CO)O)O)O)O
L-arginyl-tRNA(arg)	
L-asparaginyl-tRNA(asn)	
L-aspartyl-tRNA(asp)	
L-carnitine	C[N+](C)(C)CC(CC(=O)[O-])O
L-cystathionine	C(CSCC(C(=O)O)N)C(C(=O)O)N
L-cysteate	C(C(C(=O)O)N)S(=O)(=O)O
L-cysteinyl-tRNA(cys)	
L-dopa	C1=CC(=C(C=C1CC(C(=O)O)N)O)O
L-dopachrome	C1C(NC2=CC(=O)C(=O)C=C21)C(=O)O
L-dopaquinone	C1=CC(=O)C(=O)C=C1CC(C(=O)O)N
L-erythro-4-hydroxyglutamate	C(C(C(=O)O)N)C(C(=O)O)O
L-formylkynurenine	C1=CC=C(C(=C1)C(=O)CC(C(=O)O)N)NC=O
L-fucose-1-phosphate	
L-glutamate 5-semialdehyde	C(CC(C(=O)O)N)C=O
L-glutaminyl-tRNA(gln)	
L-glutamyl-tRNA(glu)	
L-gulonate	C(C(C(C(C(C(=O)[O-])O)O)O)O)O
L-gulono-1,4-lactone	C(C(C1C(C(C(=O)O1)O)O)O)O
L-histidyl-tRNA(his)	
L-hydroxylysine	C(CC(C(=O)O)N)C(CN)O
L-iduronic acid	C1(C(C(OC(C1O)O)C(=O)O)O)O
L-isoleucyl-tRNA(ile)	
L-lactate	CC(C(=O)[O-])O
L-leucyl-tRNA(leu)	
L-lysyl-tRNA(lys)	
L-metanephrine	CNCC(C1=CC(=C(C=C1)O)OC)O
L-methionyl-tRNA(met)	
L-octanoylcarnitine	CCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C
L-oleoylcarnitine	CCCCCCCCC=CCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C
L-palmitoylcarnitine	CCCCCCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C
L-phenylalanyl-tRNA(phe)	
L-pipecolate	C1CCNC(C1)C(=O)O
L-prolyl-tRNA(pro)	
L-seryl-tRNA(ser)	
L-threonyl-tRNA(thr)	
L-tryptophanyl-tRNA(trp)	
L-tyrosyl-tRNA(tyr)	
L-valyl-tRNA(val)	
L-xylulose	C(C(C(C(=O)CO)O)O)O
LDL	
LDL remnant	
LPL	
LTD4	CCCCCC=CCC=CC=CC=CC(C(CCCC(=O)O)O)SCC(C(=O)NCC(=O)O)N
LacCer pool	
Lauroyl Carnitine	
Leb Glycolipid	
Leucyl-Alanyl-Arginine	CC(C)CC(C(=O)NC(C)C(=O)NC(CCCN=C(N)N)C(=O)O)N
Leucyl-Asparaginyl-Aspartate	
Leucyl-Aspartyl-Lysine	CC(C)CC(C(=O)NC(CC(=O)O)C(=O)NC(CCCCN)C(=O)O)N
Leucyl-Glycine	CC(C)CC(C(=O)NCC(=O)O)N
Leucyl-Leucyl-Tryptophan	CC(C)CC(C(=O)NC(CC(C)C)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)O)N
Leucyl-Proline	CC(C)CC(C(=O)N1CCCC1C(=O)O)N
Leucyl-Prolyl-Arginine	CC(C)CC(C(=O)N1CCCC1C(=O)NC(CCCN=C(N)N)C(=O)O)N
Leucyl-Seryl-Tryptophan	CC(C)CC(C(=O)NC(CO)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)O)N
Leucyl-Tryptophan	CC(C)CC(C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)O)N
Leucyl-Tryptophanyl-Arginine	CC(C)CC(C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CCCN=C(N)N)C(=O)O)N
Leucyl-Tyrosyl-Tyrosine	CC(C)CC(C(=O)NC(CC1=CC=C(C=C1)O)C(=O)NC(CC2=CC=C(C=C2)O)C(=O)O)N
Leucyl-Valine	CC(C)CC(C(=O)NC(C(C)C)C(=O)O)N
Leucylleucine	CC(C)CC(C(=O)NC(CC(C)C)C(=O)O)N
Ley Glycolipid	
Lithocholic acid 3-sulfate	CC(CCC(=O)O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)OS(=O)(=O)O)C)C
Lithocholic acid-24glucuronide, CDCA-24G	
Lithocholic acid-3glucuronide, CDCA-3G	
Losartan	CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl
Losartan-E3174/ losartan-M6	
Losartan-M1	
Losartan-M2	
Losartan-M4 (glucuronide derivative)	
Losartan-M5	
Losartan-N1-glucuronide	CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NN=NN4C5C(C(C(C(O5)C(=O)O)O)O)O)CO)Cl
Losartan-N2-glucuronide / Losartan-M7	
Lysyl-Arginyl-Leucine	CC(C)CC(C(=O)O)NC(=O)C(CCCN=C(N)N)NC(=O)C(CCCCN)N
Lysyl-Cysteinyl-Histidine	C1=C(NC=N1)CC(C(=O)O)NC(=O)C(CS)NC(=O)C(CCCCN)N
Lysyl-Glutaminyl-Phenylalanine	C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CCC(=O)N)NC(=O)C(CCCCN)N
Lysyl-Glutamyl-Glutamate	
Lysyl-Lysyl-Lysine	C(CCN)CC(C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)O)N
Lysyl-Phenylalanyl-Isoleucine	CCC(C)C(C(=O)O)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CCCCN)N
Lysyl-Tryptophanyl-Arginine	C1=CC=C2C(=C1)C(=CN2)CC(C(=O)NC(CCCN=C(N)N)C(=O)O)NC(=O)C(CCCCN)N
Lysyl-Tyrosyl-Isoleucine	CCC(C)C(C(=O)O)NC(=O)C(CC1=CC=C(C=C1)O)NC(=O)C(CCCCN)N
Lysyl-Valyl-Phenylalanine	CC(C)C(C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C(CCCCN)N
Lysyl-Valyl-Tryptophan	CC(C)C(C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)O)NC(=O)C(CCCCN)N
Malonyl Carnitine	
Methionyl-Arginyl-Leucine	CC(C)CC(C(=O)O)NC(=O)C(CCCN=C(N)N)NC(=O)C(CCSC)N
Methionyl-Asparaginyl-Tyrosine	CSCCC(C(=O)NC(CC(=O)N)C(=O)NC(CC1=CC=C(C=C1)O)C(=O)O)N
Methionyl-Glutaminyl-Tyrosine	CSCCC(C(=O)NC(CCC(=O)N)C(=O)NC(CC1=CC=C(C=C1)O)C(=O)O)N
Methionyl-Glycyl-Arginine	CSCCC(C(=O)NCC(=O)NC(CCCN=C(N)N)C(=O)O)N
Methionyl-Histidyl-Lysine	CSCCC(C(=O)NC(CC1=CN=CN1)C(=O)NC(CCCCN)C(=O)O)N
Methionyl-Methionyl-Isoleucine	CCC(C)C(C(=O)O)NC(=O)C(CCSC)NC(=O)C(CCSC)N
Methionyl-Phenylalanyl-Arginine	CSCCC(C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CCCN=C(N)N)C(=O)O)N
Methionyl-Tryptophanyl-Phenylalanine	CSCCC(C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CC3=CC=CC=C3)C(=O)O)N
Methyl-Succinate	
Methyl-Succinyl Coenzyme A	
Methyl-hydroxy-gliclazide	
Mevalonate-Lactone	
Midazolam	CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F
Midazolam-glucuronide	
N(omega)-(ADP-D-ribosyl)-L-arginine	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)NC(=NCCCC(C(=O)O)N)N)O)O)O)O)N
N,N-chitobiosyldiphosphodolichol	
N-(omega)-hydroxyarginine	C(CC(C(=O)O)N)CN=C(N)NO
N-Acetyl-Tyrosine	CC(=O)NC(CC1=CC=C(C=C1)O)C(=O)O
N-Acetylleucine	CC(C)CC(C(=O)O)NC(=O)C
N-Acetylvanilalanine	CC(=O)NC(CC1=CC(=C(C=C1)O)OC)C(=O)O
N-acetyl-D-glucosaminyldiphosphodolichol	CC(CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)CCOP(=O)(O)OP(=O)(O)OC1C(C(C(C(O1)CO)O)O)NC(=O)C
N-acetyl-D-glucosaminylphosphatidylinositol	CC(=O)NC1C(C(C(OC1OC2C(C(C(C(C2OP(=O)(O)OCC(COC(=O)C)OC(=O)C)O)O)O)O)CO)O)O
N-acetyl-D-mannosamine	CC(=O)NC1C(C(C(OC1O)CO)O)O
N-acetyl-L-alanine	CC(C(=O)O)NC(=O)C
N-acetyl-L-asparagine	CC(=O)NC(CC(=O)N)C(=O)O
N-acetyl-L-aspartate	CC(=O)NC(CC(=O)O)C(=O)O
N-acetyl-L-cysteine	CC(=O)NC(CS)C(=O)O
N-acetyl-L-glutamate	CC(=O)NC(CCC(=O)O)C(=O)O
N-acetyl-LTE4	CCCCCC=CCC=CC=CC=CC(C(CCCC(=O)O)O)SCC(C(=O)O)NC(=O)C
N-acetyl-S-[2-carboxy-1-(1H-imidazol-4-yl)ethyl]-L-cysteine	
N-acetyl-serotonin	CC(=O)NCCC1=CNC2=C1C=C(C=C2)O
N-acetyl-seryl-aspartate	
N-acetyl-seryl-aspartyl-lysyl-proline	CC(=O)NC(CO)C(=O)NC(CC(=O)O)C(=O)NC(CCCCN)C(=O)N1CCCC1C(=O)O
N-acetylgalactosamine	CC(=O)NC1C(C(C(OC1O)CO)O)O
N-acetylgalactosamine-1-phosphate	CC(=O)NC1C(C(C(OC1OP(=O)(O)O)CO)O)O
N-acetylglucosamine	CC(=O)NC(C=O)C(C(C(CO)O)O)O
N-acetylglucosamine-1-phosphate	CC(=O)NC1C(C(C(OC1OP(=O)(O)O)CO)O)O
N-acetylglucosamine-6-phosphate	CC(=O)NC1C(C(C(OC1O)COP(=O)(O)O)O)O
N-acetylmannosamine-6-phosphate	CC(=O)NC(C=O)C(C(C(COP(=O)(O)O)O)O)O
N-acetylmethionine	CC(=O)NC(CCSC)C(=O)O
N-acetylneuraminate	CC(=O)NC1C(CC(OC1C(C(CO)O)O)(C(=O)O)O)O
N-acetylneuraminate-9-phosphate	
N-acetylornithine	CC(=O)NC(CCCN)C(=O)O
N-acetylputrescine	CC(=O)NCCCCN
N-carbamoyl-L-aspartate	C(C(C(=O)O)NC(=O)N)C(=O)O
N-desisopropyl-fluvastatin	
N-desmethyl-rosuvastatin	CC(C)C1=NC(=NC(=C1C=CC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)NS(=O)(=O)C
N-formimino-L-glutamate	C(CC(=O)O)C(C(=O)O)N=CN
N-formyl-GAR	C(C1C(C(C(O1)NC(=O)CNC=O)O)O)OP(=O)(O)O
N-formyl-L-glutamate	C(CC(=O)O)C(C(=O)O)NC=O
N-hydroxy-1-aminonaphthalene	C1=CC=C2C(=C1)C=CC=C2NO
N-methylethanolamine-phosphate	CNCCOP(=O)(O)O
N-methylhistamine	
N-methylsalsolinol	CC1C2=CC(=C(C=C2CCN1C)O)O
N-nitrosomethanamine	CNN=O
N-pantothenoylcysteine	CC(C)(CO)C(C(=O)NCCC(=O)NC(CS)C(=O)O)O
N-retinylidene-N-retinylethanolamine	CC1=C(C(CCC1)(C)C)C=CC(=CC=CC2=CC(=[N+](C=C2)CCO)C=C(C)C=CC=C(C)C=CC3=C(CCCC3(C)C)C)C
N1-acetylspermidine	CC(=O)NCCCNCCCCN
N4-acetylaminobutanal	CC(=O)NCCCC=O
N6,N6,N6-trimethyl-L-lysine	C[N+](C)(C)CCCCC(C(=O)[O-])N
N8-acetylspermidine	CC(=O)NCCCCNCCCN
NAD+	C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N
NADH	C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O
NADP+	C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N
NADPH	C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O
NAPQI	CC(=O)N=C1C=CC(=O)C=C1
NEFA blood pool in	
NEFA blood pool out	
NH3	N
NH4+	[NH4+]
NNAL-N-glucuronide	CN(CCCC(C1=C[N+](=CC=C1)C2C(C(C(C(O2)C(=O)[O-])O)O)O)O)N=O
NO	[No]
Na+	[Na+]
Nitropyridine metabolite of nifedipine	
O-1-alk-1-enyl-2-acyl-sn-glycero-3-phosphoethanolamine	
O-acetylcarnitine	CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C
O-butanoylcarnitine	CCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C
O-methylhippurate	
O-phospho-L-homoserine	C(COP(=O)(O)O)C(C(=O)O)N
O-propanoylcarnitine	CCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C
O2	O=O
O2-	[O-2]
O2-4a-cyclic-tetrahydrobiopterin	
OAA	C(C(=O)C(=O)O)C(=O)O
One Carbon Unit	
P-Cresol	CC1=CC=C(C=C1)O
P-Cresol Sulfate	CC1=CC=C(C=C1)OS(=O)(=O)O
PA6	CCCCC(=O)OCC(COP(=O)(O)O)OC=O
PAP	
PAPS	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OS(=O)(=O)O)OP(=O)(O)O)O)N
PC-LD pool	
PE-LD pool	
PE-NME-LD pool	
PE-PS-LD pool	
PEP	C=C(C(=O)O)OP(=O)(O)O
PG-CL pool	
PGH3	CCC=CCC(C=CC1C2CC(C1CC=CCCCC(=O)O)OO2)O
PGP-CL pool	
PI pool	
PNP	C1=CC(=CC=C1[N+](=O)[O-])O
PPE-NME2-LD pool	
PPi	
PRPP	C(C1C(C(C(O1)OP(=O)(O)OP(=O)(O)O)O)O)OP(=O)(O)O
PS-LD pool	
Pectin	C1(C(C(OC(C1O)O)C(=O)O)O)O
Pectin-Deoxycholic Acid Complex	
Pectin-Glycocholate Complex	
Pectin-Taurocholic Acid Complex	
Phenylacetylglycine_phacgly	
Phenylalanyl-Asparaginyl-Methionine	CSCCC(C(=O)O)NC(=O)C(CC(=O)N)NC(=O)C(CC1=CC=CC=C1)N
Phenylalanyl-Aspartate	C1=CC=C(C=C1)CC(C(=O)NC(CC(=O)O)C(=O)O)N
Phenylalanyl-Glutaminyl-Phenylalanine	C1=CC=C(C=C1)CC(C(=O)NC(CCC(=O)N)C(=O)NC(CC2=CC=CC=C2)C(=O)O)N
Phenylalanyl-Leucine	CC(C)CC(C(=O)O)NC(=O)C(CC1=CC=CC=C1)N
Phenylalanyl-Leucyl-Aspartate	
Phenylalanyl-Leucyl-Histidine	CC(C)CC(C(=O)NC(CC1=CN=CN1)C(=O)O)NC(=O)C(CC2=CC=CC=C2)N
Phenylalanyl-Lysyl-Alanine	CC(C(=O)O)NC(=O)C(CCCCN)NC(=O)C(CC1=CC=CC=C1)N
Phenylalanyl-Lysyl-Proline	C1CC(N(C1)C(=O)C(CCCCN)NC(=O)C(CC2=CC=CC=C2)N)C(=O)O
Phenylalanyl-Phenylalanine	C1=CC=C(C=C1)CC(C(=O)NC(CC2=CC=CC=C2)C(=O)O)N
Phenylalanyl-Phenylalaninyl-Asparagine	
Phenylalanyl-Phenylalaninyl-Threonine	
Phenylalanyl-Prolyl-Arginine	C1CC(N(C1)C(=O)C(CC2=CC=CC=C2)N)C(=O)NC(CCCN=C(N)N)C(=O)O
Phenylalanyl-Seryl-Tryptophan	C1=CC=C(C=C1)CC(C(=O)NC(CO)C(=O)NC(CC2=CNC3=CC=CC=C32)C(=O)O)N
Phenylalanyl-Threonyl-Lysine	CC(C(C(=O)NC(CCCCN)C(=O)O)NC(=O)C(CC1=CC=CC=C1)N)O
Phenylalanyl-Tryptophanyl-Leucine	CC(C)CC(C(=O)O)NC(=O)C(CC1=CNC2=CC=CC=C21)NC(=O)C(CC3=CC=CC=C3)N
Phenylalanyl-Tyrosine	C1=CC=C(C=C1)CC(C(=O)NC(CC2=CC=C(C=C2)O)C(=O)O)N
Phenylalanyl-Tyrosinyl-Glutamine	
Phenylalanyl-Tyrosinyl-Lysine	
Phenyllactate	
Phytanate	CC(C)CCCC(C)CCCC(C)CCCC(C)CC(=O)O
Pi	
Pristanoyl Coenzyme A	CC(C)CCCC(C)CCCC(C)CCCC(C)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
Prolyl-Arginyl-Aspartate	
Prolyl-Arginyl-Cysteine	C1CC(NC1)C(=O)NC(CCCN=C(N)N)C(=O)NC(CS)C(=O)O
Prolyl-Asparaginyl-Cysteine	C1CC(NC1)C(=O)NC(CC(=O)N)C(=O)NC(CS)C(=O)O
Prolyl-Cysteine	C1CC(NC1)C(=O)NC(CS)C(=O)O
Prolyl-Glutamatsyl-Lysine	
Prolyl-Glutaminyl-Proline	C1CC(NC1)C(=O)NC(CCC(=O)N)C(=O)N2CCCC2C(=O)O
Prolyl-Histidine	C1CC(NC1)C(=O)NC(CC2=CN=CN2)C(=O)O
Prolyl-Histidyl-Tyrosine	C1CC(NC1)C(=O)NC(CC2=CN=CN2)C(=O)NC(CC3=CC=C(C=C3)O)C(=O)O
Prolyl-Leucyl-Arginine	CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)O)NC(=O)C1CCCN1
Prolyl-Lysyl-Proline	C1CC(NC1)C(=O)NC(CCCCN)C(=O)N2CCCC2C(=O)O
Prolyl-Phenylalanine	C1CC(NC1)C(=O)NC(CC2=CC=CC=C2)C(=O)O
Prolyl-Prolyl-Arginine	C1CC(NC1)C(=O)N2CCCC2C(=O)NC(CCCN=C(N)N)C(=O)O
Prolyl-Prolyl-Proline	C1CC(NC1)C(=O)N2CCCC2C(=O)N3CCCC3C(=O)O
Prolyl-Tryptophanyl-Lysine	C1CC(NC1)C(=O)NC(CC2=CNC3=CC=CC=C32)C(=O)NC(CCCCN)C(=O)O
Prolyl-Tryptophanyl-Threonine	CC(C(C(=O)O)NC(=O)C(CC1=CNC2=CC=CC=C21)NC(=O)C3CCCN3)O
Prolyl-Valyl-Glutamine	CC(C)C(C(=O)NC(CCC(=O)N)C(=O)O)NC(=O)C1CCCN1
Propionyl-Glycine	
Protein-Linked Serine Or Threonine Residue (O-Glycosylation Site)	
Psillium-Glycocholic Acid Complex	
Psyllium	CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)O
Psyllium-Taurocholic Acid Complex	
Psyllium-Taurodeoxycholic Acid Complex	
R-carboxy ibuprofen	
RNA	
S-(1,2-dichlorovinyl)glutathione	C(CC(=O)NC(CSC(=CCl)Cl)C(=O)NCC(=O)O)C(C(=O)O)N
S-(11-OH-9-deoxy-delta9,12-PGD2)-glutathione	CCCCCC(CC=C1C(CC(C1CC=CCCCC(=O)O)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)O)O
S-(11-hydroxy-9-deoxy-delta12-PGD2)-glutathione	CCCCCC(CC(C1C(CCC1O)CC=CCCCC(=O)O)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)O
S-(2,2-dichloro-1-hydroxy)ethyl glutathione	C(CC(=O)NC(CSC(C(Cl)Cl)O)C(=O)NCC(=O)O)C(C(=O)O)N
S-(2-hydroxyethyl)glutathione	C(CC(=O)NC(CSCCO)C(=O)NCC(=O)O)C(C(=O)O)N
S-(2-methylbutanoyl)-dihydrolipoamide	CCC(C)C(=O)SCCC(CCCCC(=O)N)S
